Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12
Revenue,258031000.0,258000000.0,236634000.0,237000000.0,216007000.0,216000000.0,186672000.0,187000000.0,158000000.0
Revenue Growth,0.00012015503875969,0.0902913359872208,-0.00154430379746835,0.0971866652469596,0.0000324074074074074,0.157109796862947,-0.00175401069518717,0.183544303797468,
Cost of Revenue,88649000.0,89000000.0,82178000.0,82000000.0,71791000.0,72000000.0,62800000.0,63000000.0,50000000.0
Gross Profit,169382000.0,169000000.0,154456000.0,154000000.0,144216000.0,144000000.0,123872000.0,124000000.0,107000000.0
R&D Expenses,22247000.0,22000000.0,21547000.0,22000000.0,19868000.0,20000000.0,16302000.0,16000000.0,12000000.0
SG&A Expense,180592000.0,181000000.0,167640000.0,168000000.0,160618000.0,161000000.0,155539000.0,156000000.0,140000000.0
Operating Expenses,202839000.0,203000000.0,189187000.0,189000000.0,180486000.0,180000000.0,171841000.0,172000000.0,152000000.0
Operating Income,-33457000.0,-33000000.0,-34731000.0,-35000000.0,-36270000.0,-36000000.0,-47969000.0,-48000000.0,-45000000.0
Interest Expense,6964000.0,7000000.0,4425000.0,4000000.0,941000.0,1000000.0,2205000.0,2000000.0,3000000.0
Earnings before Tax,-38619000.0,-39000000.0,-41586000.0,-42000000.0,-39024000.0,-39000000.0,-59751000.0,-60000000.0,-46000000.0
Income Tax Expense,-1474000.0,-1000000.0,74000.0,0000000.0,192000.0,0000000.0,-114000.0,-0000000.0,-8000000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,
Net Income,-37145000.0,-37000000.0,-41660000.0,-42000000.0,-39216000.0,-39000000.0,-59637000.0,-60000000.0,-38000000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,
Net Income Com,-37145000.0,-37000000.0,-41660000.0,-42000000.0,-39216000.0,-39000000.0,-59637000.0,-60000000.0,-38000000.0
EPS,-0.87,-0.87,-1.0,-1.00,-0.97,-0.97,-1.65,-1.65,-1.37
EPS Diluted,-0.87,-0.87,-1.0,-1.00,-0.97,-0.97,-1.65,-1.65,-1.37
Weighted Average Shs Out,42739525.0,43000000.0,41729013.0,42000000.0,40237848.0,40000000.0,31887246.0,32000000.0,28000000.0
Weighted Average Shs Out (Dil),42739525.0,43000000.0,41729013.0,42000000.0,40237848.0,40000000.0,31887246.0,32000000.0,28000000.0
Dividend per Share,0.0,,0.0,,0.0,,0.58164320619,,
Gross Margin,0.656440505211,0.65503875968992,0.652721079811,0.64978902953586,0.667645030022,0.66666666666667,0.663581040542,0.66310160427807,0.67721518987342
EBITDA Margin,-0.0258573582244,-0.01937984496124,-0.0233229375322,-0.033755274261603,-0.0524520038702,-0.060185185185185,-0.0520538698894,-0.1283422459893,-0.044303797468354
EBIT Margin,-0.129662714945,-0.12015503875969,-0.146770962753,-0.16033755274262,-0.167911225099,-0.17592592592593,-0.25696944373,-0.31016042780749,-0.27215189873418
Profit Margin,-0.14395557123,-0.14341085271318,-0.176052469214,-0.17721518987342,-0.181549672001,-0.18055555555556,-0.31947480072,-0.32085561497326,-0.24050632911392
Free Cash Flow margin,-0.0648487972375,,-0.129892576722,,-0.0976681311254,,-0.177139581726,,
EBITDA,-6672000.0,-5000000.0,-5519000.0,-8000000.0,-11330000.0,-13000000.0,-9717000.0,-24000000.0,-7000000.0
EBIT,-33457000.0,-31000000,-34731000.0,-38000000,-36270000.0,-38000000,-47969000.0,-58000000,-43000000
Consolidated Income,-37145000.0,-37000000.0,-41660000.0,-42000000.0,-39216000.0,-39000000.0,-59637000.0,-60000000.0,-38000000.0
Earnings Before Tax Margin,-0.14966806314,-0.15116279069767,-0.175739749994,-0.17721518987342,-0.180660811918,-0.18055555555556,-0.320085497557,-0.32085561497326,-0.29113924050633
Net Profit Margin,-0.14395557123,-0.14341085271318,-0.176052469214,-0.17721518987342,-0.181549672001,-0.18055555555556,-0.31947480072,-0.32085561497326,-0.24050632911392
