Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,580248000.0,499282000.0,499430000.0,405938000.0,401069000.0,396954000.0
Revenue Growth,0.162164868751527,-0.000296337825120638,0.230311032719282,0.0121400557011387,0.0103664404439809,
Cost of Revenue,70268000.0,65078000.0,67641000.0,74990000.0,0.0,0.0
Gross Profit,509980000.0,434204000.0,431789000.0,330948000.0,401069000.0,396954000.0
R&D Expenses,12539000.0,10770000.0,8875000.0,7622000.0,0.0,0.0
SG&A Expense,424459000.0,391514000.0,381000000.0,315195000.0,374346000.0,394287000.0
Operating Expenses,468467000.0,424150000.0,417289000.0,336884000.0,393531000.0,410754000.0
Operating Income,41513000.0,10054000.0,14500000.0,-5936000.0,7538000.0,-13800000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,41513000.0,10054000.0,14500000.0,-5936000.0,7538000.0,-13800000.0
Income Tax Expense,-1045000.0,38380000.0,9392000.0,239000.0,3046000.0,3373000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,27170000.0,-32554000.0,-3034000.0,7576000.0,4492000.0,-17173000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,27170000.0,-32554000.0,-3034000.0,7576000.0,4492000.0,-17173000.0
EPS,1.23,-1.73,-0.17,0.0,,
EPS Diluted,1.16,-1.73,-0.17,0.0,,
Weighted Average Shs Out,21879574.0,18858010.0,18292717.0,0.0,,
Weighted Average Shs Out (Dil),24254061.0,18858010.0,18292717.0,0.0,,
Dividend per Share,0.178073271936,0.201293773839,0.203796953728,0.0,0.0,0.0
Gross Margin,0.878900056528,0.869656827204,0.864563602507,0.815267356099,1.0,1.0
EBITDA Margin,0.0887310253547,0.0364463369398,0.0571171135094,0.0217373096384,0.038,-0.013
EBIT Margin,0.0715435468972,0.0201369166123,0.0290330977314,-0.0146229227123,0.0188,-0.0348
Profit Margin,0.046824805945,-0.06520162954,-0.00607492541497,0.0186629485291,0.011,-0.043
Free Cash Flow margin,0.199456094635,0.220622814361,0.207762849649,0.190942951879,0.1246,0.1264
EBITDA,51486000.0,18197000.0,28526000.0,8824000.0,15311000.0,-5025000.0
EBIT,41513000.0,10054000.0,14500000.0,-5936000.0,7538000.0,-13800000.0
Consolidated Income,27170000.0,-32554000.0,-3034000.0,7576000.0,4492000.0,-17173000.0
Earnings Before Tax Margin,0.0715435468972,0.0201369166123,0.0290330977314,-0.0146229227123,0.0188,-0.0348
Net Profit Margin,0.046824805945,-0.06520162954,-0.00607492541497,0.0186629485291,0.0112,-0.0433
