Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,3952000.0,1243000.0,,8207000.0,,765000.0,,372000.0,,24799000.0,,558000.0,0.0
Revenue Growth,2.17940466613033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Profit,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,21591000.0,20730000.0,,20363000.0,,19903000.0,,20001000.0,,17924000.0,,15868000.0,16043000.0
Operating Expenses,21591000.0,20730000.0,,20363000.0,,19903000.0,,20001000.0,,17924000.0,,15868000.0,16043000.0
Operating Income,12154000.0,13611000.0,,16234000.0,,6452000.0,,6399000.0,,-855000.0,,1359000.0,3420000.0
Interest Expense,13048000.0,11081000.0,,10083000.0,,8901000.0,,8243000.0,,8454000.0,,9633000.0,11377000.0
Earnings before Tax,12154000.0,13611000.0,,16234000.0,,6452000.0,,6399000.0,,0.0,,1359000.0,3420000.0
Income Tax Expense,2589000.0,8369000.0,,4924000.0,,2104000.0,,1988000.0,,-98000.0,,241000.0,1003000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,9565000.0,5242000.0,5000000.0,11310000.0,11000000.0,4348000.0,4000000.0,4411000.0,4000000.0,-855000.0,-1000000.0,1118000.0,2417000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,9565000.0,5242000.0,5000000.0,11310000.0,11000000.0,4348000.0,4000000.0,4411000.0,4000000.0,-855000.0,-1000000.0,1118000.0,2417000.0
EPS,0.81,0.44,0.44,0.96,0.96,0.36,0.36,0.36,0.36,-0.08,-0.08,0.11,0.24
EPS Diluted,0.8,0.44,0.44,0.95,0.95,0.36,0.36,0.36,0.36,-0.08,-0.08,0.11,0.24
Weighted Average Shs Out,11809899.0,11859401.0,12000000.0,11806927.0,12000000.0,11976291.0,12000000.0,12313549.0,12000000.0,10434191.0,10000000.0,9730797.0,0.0
Weighted Average Shs Out (Dil),11890032.0,11926519.0,12000000.0,11868122.0,12000000.0,12005987.0,12000000.0,12347129.0,12000000.0,10434191.0,10000000.0,9755692.0,0.0
Dividend per Share,0.238687330699,0.198884519448,,0.159165873084,,0.159420462474,,0.119460969429,,0.117594167099,,0.120032489751,0.0
Gross Margin,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
EBITDA Margin,3.67434210526,13.2276749799,,2.43121725356,,13.8222222222,,27.0376344086,,0.124682446873,,6.31720430108,0.0
EBIT Margin,3.0754048583,10.9501206758,,1.97806750335,,8.4339869281,,17.2016129032,,-0.0344771966612,,2.43548387097,0.0
Profit Margin,2.42029352227,4.21721641191,,1.37809187279,,5.68366013072,,11.8575268817,,-0.0344771966612,,2.00358422939,0.0
Free Cash Flow margin,4.61943319838,5.9203539823,,1.84537589862,,15.0901960784,,39.0940860215,,0.323279164482,,19.2974910394,0.0
EBITDA,14521000.0,16442000.0,,19953000.0,,10574000.0,,10058000.0,,3092000.0,,3525000.0,6196000.0
EBIT,12154000.0,13611000.0,5000000,16234000.0,11000000,6452000.0,4000000,6399000.0,4000000,-855000.0,-1000000,1359000.0,3420000.0
Consolidated Income,9565000.0,5242000.0,5000000.0,11310000.0,11000000.0,4348000.0,4000000.0,4411000.0,4000000.0,-855000.0,-1000000.0,1118000.0,2417000.0
Earnings Before Tax Margin,3.0754048583,10.9501206758,,1.97806750335,,8.4339869281,,17.2016129032,,0.0,,2.43548387097,0.0
Net Profit Margin,2.42029352227,4.21721641191,,1.37809187279,,5.68366013072,,11.8575268817,,-0.0344771966612,,2.00358422939,0.0
