Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,4125000.0,2000000.0,4021000.0,2000000.0,3730000.0,3000000.0,4868000.0,3000000.0,1221000.0,3000000.0,1760000.0,1760000.0
Stock-based compensation,1795000.0,0000000.0,3118000.0,2000000.0,2923000.0,3000000.0,3576000.0,3000000.0,4011000.0,4000000.0,0.0,0.0
Operating Cash Flow,31668000.0,,9322000.0,,42754000.0,,11333000.0,,31415000.0,,10878000.0,10878000.0
Capital Expenditure,1835000.0,,2394000.0,,1360000.0,,3807000.0,,5414000.0,,2580000.0,2580000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,-2527000.0,-95000000,-2200000.0,-169000000,-6257000.0,-264000000,-18910000.0,-354000000,-11283000.0,-341000000,0.0,-11545000.0
Investing Cash flow,-154675000.0,-230000000.0,-198135000.0,-155000000.0,-390004000.0,-198000000.0,-313692000.0,-390000000.0,-260539000.0,-314000000.0,-125844000.0,-125844000.0
Issuance (repayment) of debt,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,8000000.0,8000000.0
Issuance (buybacks) of shares,-2527000.0,,-2200000.0,,-6257000.0,,-18910000.0,,-11283000.0,,-50641000.0,156293000.0
Dividend payments,-4607000.0,,-3276000.0,,-2537000.0,,-1878000.0,,-1970000.0,,-536000.0,-536000.0
Financing Cash Flow,111591000.0,196000000.0,205089000.0,112000000.0,351314000.0,205000000.0,290517000.0,351000000.0,189469000.0,291000000.0,186654000.0,186654000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-11416000.0,-12000000.0,16276000.0,-11000000.0,4064000.0,16000000.0,-11842000.0,4000000.0,-39655000.0,-12000000.0,71688000.0,71688000.0
Free Cash Flow,29833000.0,,6928000.0,,41394000.0,,7526000.0,,26001000.0,,8298000.0,8298000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
