Date,2019-03-31,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31
Revenue,157502255.6391,123384972.8892,106192000.0,86820089.955,119935000.0,109686000.0,104722000.0
Revenue Growth,0.276510842049926,0.161904596289739,0.223127044155802,-0.276107141743444,0.0934394544426818,0.0474016920990814,
Cost of Revenue,116693233.0827,96512006.1967,66487000.0,69639430.2849,73571000.0,69905000.0,63142000.0
Gross Profit,40809022.5564,26872966.6925,36541000.0,17180659.6702,42162000.0,38073000.0,40438000.0
R&D Expenses,0.0,0.0,0.0,,,,
SG&A Expense,39560150.3759,24324554.6088,40034000.0,14278860.5697,37747000.0,34592000.0,33016000.0
Operating Expenses,50755639.0977,31042602.6336,18586956.5217,,,,
Operating Income,-9946616.5414,-4169635.9411,-3493000.0,-1406296.8516,4415000.0,3481000.0,7422000.0
Interest Expense,1684962.406,1624322.2308,1222638.6807,,,,
Earnings before Tax,-11523308.2707,-5838884.5856,-9521000.0,-2615442.2789,2196000.0,-531000.0,7241000.0
Income Tax Expense,-2143609.0226,-243222.3083,-19881000.0,-465517.2414,-5030000.0,-3529000.0,-3177000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,,,,
Net Income - Discontinued ops,0.0,0.0,0.0,,,,
Net Income,-9379699.2481,-5595662.2773,-2149925.0375,,,,
Preferred Dividends,0.0,0.0,0.0,,,,
Net Income Com,-9379699.2481,-5595662.2773,-29402000.0,-2149925.0375,-2834000.0,-4060000.0,4064000.0
EPS,-0.2556,-0.2401,-2.16,-0.1199,-0.23,-0.35,0.37
EPS Diluted,-0.2556,-0.2401,-2.16,-0.1199,-0.23,-0.35,0.31
Weighted Average Shs Out,33013533.8346,34010844.3067,14046000.0,12878000.0,11862000.0,11440000.0,
Weighted Average Shs Out (Dil),33013533.8346,34010844.3067,,,,,
Dividend per Share,0.8647,0.0,0.0,,,,
Gross Margin,0.2591,0.2178,0.3441,0.1979,0.3515,0.3471,0.3861
EBITDA Margin,-0.0143,0.0054,0.0247,,,,
EBIT Margin,-0.0625,-0.0342,-0.016,,,,
Profit Margin,-0.0451,-0.0349,-0.0187,,,,
Free Cash Flow margin,-0.1006,0.0017,0.0369,,,,
EBITDA,-3017293.2331,893106.1193,2826086.9565,,,,
EBIT,-9838345.8647,-4214562.3548,-1392803.5982,,,,
Consolidated Income,-9379699.2481,-5595662.2773,-2149925.0375,,,,
Earnings Before Tax Margin,-0.0732,-0.0473,-0.0897,-0.0301,0.0183,-0.0048,0.0691
Net Profit Margin,-0.0596,-0.0454,-0.0248,,,,
