Date,2018-09-30,2018-09,2017-09-30,2017-09,2016-09-30,2016-09,2015-09-30,2015-09,2014-09-30,2014-09,2013-09-30,2012-09-30,2011-09-30,2010-09-30
Revenue,0.0,2342000000.0,2354724000.0,2355000000.0,2349559000.0,2350000000.0,2659830000.0,2660000000.0,1443800000.0,2781000000.0,1200357000.0,1137666000.0,1288539000.0,0.0
Revenue Growth,-1,-0.00540360568797022,-0.000117197452229299,0.00231575372229427,-0.000187659574468085,-0.116484888131948,-0.0000639097744360902,0.842360437733758,-0.480834232290543,1.31681074880223,0.0551049253471581,-0.117088423400456,0.0,0.0
Cost of Revenue,0.0,1961000000.0,0.0,1707000000.0,0.0,1770000000.0,0.0,2125000000.0,0.0,2321000000.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,381000000.0,0.0,648000000.0,0.0,580000000.0,0.0,535000000.0,0.0,459000000.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
SG&A Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Operating Expenses,0.0,330000000.0,2013711000.0,307000000.0,2049263000.0,279000000.0,2399057000.0,274000000.0,1261677000.0,262000000.0,1049224000.0,922398000.0,1125295000.0,0.0
Operating Income,0.0,51000000.0,341013000.0,341000000.0,300296000.0,300000000.0,260773000.0,261000000.0,182123000.0,198000000.0,151133000.0,215268000.0,163244000.0,0.0
Interest Expense,0.0,62000000.0,74026000.0,74000000.0,52310000.0,52000000.0,50511000.0,51000000.0,37127000.0,38000000.0,35631000.0,36098000.0,40462000.0,0.0
Earnings before Tax,0.0,,289022000.0,,266438000.0,,216383000.0,,0.0,,0.0,181793000.0,125376000.0,0.0
Income Tax Expense,0.0,-53000000.0,111159000.0,111000000.0,98074000.0,98000000.0,83804000.0,84000000.0,47534000.0,57000000.0,44197000.0,71747000.0,55786000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,0.0,51000000.0,177863000.0,194000000.0,168364000.0,169000000.0,132579000.0,133000000.0,98324000.0,107000000.0,72322000.0,110046000.0,69590000.0,0.0
Preferred Dividends,0.0,,1320000.0,,1320000.0,,1320000.0,,1320000.0,,1320000.0,1320000.0,1320000.0,0.0
Net Income Com,0.0,51000000.0,177863000.0,194000000.0,168364000.0,169000000.0,132579000.0,133000000.0,98324000.0,107000000.0,72322000.0,110046000.0,69590000.0,0.0
EPS,0.0,0.96,3.76,3.76,3.33,3.33,2.64,2.64,2.05,2.05,1.55,2.71,2.29,0.0
EPS Diluted,0.0,0.96,3.74,3.74,3.31,3.31,2.62,2.62,2.05,2.05,1.55,2.71,2.28,0.0
Weighted Average Shs Out,0.0,51000000.0,51205000.0,51000000.0,50369000.0,50000000.0,49794000.0,50000000.0,51759000.0,52000000.0,51697000.0,51522000.0,51195.0,0.0
Weighted Average Shs Out (Dil),0.0,51000000.0,51475000.0,51000000.0,50564000.0,51000000.0,50060000.0,50000000.0,51770000.0,52000000.0,51808000.0,51589.0,51295.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.16268146883006,0.0,0.27515923566879,0.0,0.2468085106383,0.0,0.20112781954887,0.0,0.16504854368932,0.0,0.0,0.0,0.0
EBITDA Margin,0.0,0.08198121263877,0.211140668715,0.21953290870488,0.184777654019,0.19191489361702,0.144314486264,0.14624060150376,0.197895830447,0.11254944264653,0.208977829096,0.272463974488,0.196559824732,0.0
EBIT Margin,0.0,0.025619128949616,0.144820794284,0.16093418259023,0.127809516594,0.13574468085106,0.0980412281988,0.10075187969925,0.126141432331,0.072635742538655,0.125906709421,0.189218979912,0.126689219341,0.0
Profit Margin,0.0,0.021776259607173,0.0755345424772,0.082377919320594,0.0716577025731,0.071914893617021,0.0498449149006,0.05,0.0681008449924,0.038475368572456,0.0602504088367,0.096729620117,0.054006902391,0.0
Free Cash Flow margin,0.0,,-0.121419325577,,-0.128798212771,,0.0149513314761,,0.00780163457543,,0.0405071157997,0.0435769373436,0.054480306766,0.0
EBITDA,0.0,192000000.0,497178000.0,517000000.0,434146000.0,451000000.0,383852000.0,389000000.0,285722000.0,313000000.0,250848000.0,309973000.0,253275000.0,0.0
EBIT,0.0,60000000,341013000.0,379000000,300296000.0,319000000,260773000.0,268000000,182123000.0,202000000,151133000.0,215268000.0,163244000.0,0.0
Consolidated Income,0.0,51000000.0,177863000.0,194000000.0,168364000.0,169000000.0,132579000.0,133000000.0,98324000.0,107000000.0,72322000.0,110046000.0,69590000.0,0.0
Earnings Before Tax Margin,0.0,0,0.12274134888,0,0.113399152777,0,0.0813521916814,0,0.0,0,0.0,0.159794702487,0.0973008965968,0.0
Net Profit Margin,0.0,0.021776259607173,0.0755345424772,0.082377919320594,0.0716577025731,0.071914893617021,0.0498449149006,0.05,0.0681008449924,0.038475368572456,0.0602504088367,0.096729620117,0.054006902391,0.0
