Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Revenue,143442326.5896,118288786.4823,64418033.418,39617245.957,17960345.1031
Revenue Growth,0.2126451784258,0.836268203264448,0.626009881855958,1.20581763488286,
Cost of Revenue,12557268.7861,10628986.1751,5787125.5871,2876055.9981,1275219.6837
Gross Profit,130885057.8035,107659800.3072,58630907.8309,36741189.959,16685125.4194
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,18985043.3526,18239308.7558,12276291.6763,10150268.5252,6805432.1777
Operating Expenses,49868468.2081,47155606.7588,28393408.7934,20525917.2098,11956894.0725
Operating Income,81016589.5954,60504193.5484,30237499.0375,16215272.7492,4728231.3469
Interest Expense,70419682.0809,79388909.3702,36526310.9263,31058954.8636,13289503.1155
Earnings before Tax,3341199.422,-16490998.4639,-4316809.1168,-19949975.8629,-13259034.9896
Income Tax Expense,2208265.896,-3884516.129,13741941.9419,4944258.3876,4043968.6851
Net Income - Non-Controlling int,868410.4046,-3095960.0614,-291429.8914,-70163.5288,-89391.2766
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,1132933.526,-12606482.3349,-18058751.0588,-24894234.2505,-17303003.6747
Preferred Dividends,0.0,98264.2089,4310864.7109,20784274.6802,12065937.0506
Net Income Com,1132933.526,-12704746.5438,-22369615.7696,-45678508.9307,-29368940.7254
EPS,0.0342,-0.4891,-1.7154,-25.9776,-16.7119
EPS Diluted,0.0334,-0.4891,-1.7154,-25.9776,-16.7119
Weighted Average Shs Out,375678.2081,398094.5622,364069.9007,356638.8939,377710.1614
Weighted Average Shs Out (Dil),477801.0405,398987.8802,200825.718,26521.8441,28088.8321
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.9125,0.9101,0.9102,0.9274,0.929
EBITDA Margin,0.0105,0.0119,0.0116,0.0082,0.0046
EBIT Margin,0.5142,0.5317,0.5,0.2804,0.0017
Profit Margin,0.0001,-0.0016,-0.0053,-0.0174,-0.0261
Free Cash Flow margin,-2.4116,-2.315,-3.6959,-3.1872,-7.6655
EBITDA,104644306.3584,91814208.9094,48326618.9266,21484627.6853,5181930.0208
EBIT,73760881.5029,62897910.9063,32209501.8095,11108979.0007,30468.1259
Consolidated Income,2001343.9306,-15702442.3963,-18350180.9502,-24964397.7794,-17392394.9513
Earnings Before Tax Margin,0.0233,-0.1394,-0.067,-0.5036,-0.7382
Net Profit Margin,0.0079,-0.1066,-0.2803,-0.6284,-0.9634
