Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,356000.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Profit,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,20327000.0,19587000.0,,17819000.0,,17610000.0,,16581000.0,,15207000.0,,13508000.0,10203000.0
Operating Expenses,20327000.0,19587000.0,,17819000.0,,17610000.0,,16581000.0,,15207000.0,,13508000.0,10203000.0
Operating Income,31441000.0,26268000.0,,19406000.0,,11236000.0,,6853000.0,,3002000.0,,2114000.0,594000.0
Interest Expense,37157000.0,21054000.0,,14231000.0,,10194000.0,,7051000.0,,4987000.0,,5133000.0,5645000.0
Earnings before Tax,31441000.0,26268000.0,,19406000.0,,11236000.0,,6853000.0,,3002000.0,,2114000.0,594000.0
Income Tax Expense,8532000.0,11882000.0,,7425000.0,,4322000.0,,2562000.0,,1042000.0,,713000.0,295000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,22909000.0,14386000.0,14000000.0,11981000.0,12000000.0,6914000.0,7000000.0,4291000.0,4000000.0,1960000.0,2000000.0,1401000.0,299000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,22909000.0,14386000.0,14000000.0,11981000.0,12000000.0,6914000.0,7000000.0,4291000.0,4000000.0,1960000.0,2000000.0,1401000.0,299000.0
EPS,2.56,1.63,1.63,1.38,1.38,0.8,0.80,0.5,0.50,0.22,0.22,0.16,0.0
EPS Diluted,2.44,1.55,1.55,1.33,1.33,0.78,0.78,0.49,0.49,0.22,0.22,0.16,0.0
Weighted Average Shs Out,8941394.0,8754393.0,9000000.0,8571861.0,9000000.0,8465177.0,8000000.0,8361880.0,8000000.0,8419437.0,8000000.0,8727615.0,0.0
Weighted Average Shs Out (Dil),8941394.0,8754393.0,9000000.0,8571861.0,9000000.0,8465177.0,9000000.0,8361880.0,8000000.0,8419437.0,9000000.0,8727615.0,0.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
EBITDA Margin,89.9747191011,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
EBIT Margin,88.3174157303,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Profit Margin,64.3511235955,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Free Cash Flow margin,164.474719101,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
EBITDA,32031000.0,26020000.0,,19194000.0,,11230000.0,,7008000.0,,3110000.0,,1666000.0,1901000.0
EBIT,31441000.0,26268000.0,14000000,19406000.0,12000000,11236000.0,7000000,6853000.0,4000000,3002000.0,2000000,2114000.0,594000.0
Consolidated Income,22909000.0,14386000.0,14000000.0,11981000.0,12000000.0,6914000.0,7000000.0,4291000.0,4000000.0,1960000.0,2000000.0,1401000.0,299000.0
Earnings Before Tax Margin,88.3174157303,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Profit Margin,64.3511235955,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
