Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,0.0,1883000.0,4065000.0,8266000.0,11343000.0
Revenue Growth,-1,-0.536777367773678,-0.508226469876603,-0.271268623820859,
Cost of Revenue,0.0,1947000.0,3329000.0,7840000.0,11109000.0
Gross Profit,0.0,-64000.0,736000.0,426000.0,234000.0
R&D Expenses,7559077.0,190000.0,270000.0,333000.0,542000.0
SG&A Expense,10664991.0,6412000.0,6409000.0,6553000.0,6368000.0
Operating Expenses,18224068.0,8888000.0,6679000.0,6886000.0,6910000.0
Operating Income,18224068.0,-8952000.0,-5943000.0,-6460000.0,-6676000.0
Interest Expense,6152043.0,93000.0,825000.0,1381000.0,1661000.0
Earnings before Tax,-24162279.0,-7925000.0,-6211000.0,-8739000.0,-11044000.0
Income Tax Expense,0.0,0.0,2000.0,2000.0,13000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-24162279.0,-7925000.0,-6213000.0,-8741000.0,-11057000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-24162279.0,-7925000.0,-6213000.0,-8741000.0,-11057000.0
EPS,-0.98,-9.36,1.12,-26.5,-39.5
EPS Diluted,-0.98,-9.36,1.12,-26.5,-39.5
Weighted Average Shs Out,24762151.0,942000.0,5524000.0,765073.0,
Weighted Average Shs Out (Dil),24762151.0,942000.0,5524000.0,329400.0,280063.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,-0.0339883165162,0.181057810578,0.0515,0.0206
EBITDA Margin,0.0,-4.67923526288,-1.24772447724,-0.827,
EBIT Margin,0.0,-4.7541157727,-1.46199261993,-0.8902,-0.8272
Profit Margin,0.0,-4.20870950611,-1.52841328413,-0.975,
Free Cash Flow margin,0.0,-2.12533191715,-2.07306273063,-0.2093,-0.657
EBITDA,20757098.0,-8811000.0,-5072000.0,-7358000.0,-9383000.0
EBIT,18224068.0,-8952000.0,-5943000.0,-7358000.0,-9383000.0
Consolidated Income,-24162279.0,-7925000.0,-6213000.0,-8741000.0,-11057000.0
Earnings Before Tax Margin,0.0,-4.20870950611,-1.52792127921,-1.0572,-0.9736
Net Profit Margin,0.0,-4.20870950611,-1.52841328413,-1.0575,-0.9748
