Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Revenue,440411000.0,440000000.0,429390000.0,429000000.0,430267000.0,430000000.0,421967000.0,422000000.0,415623000.0,416000000.0,421890000.0,430043000.0,426123000.0
Revenue Growth,0.000934090909090909,0.0247094715759566,0.000909090909090909,-0.00294468318509205,0.00062093023255814,0.0190370337016876,-0.0000781990521327014,0.0153432317268294,-0.00090625,-0.0139609850909005,-0.0189585692593531,0.00919922182092964,0.0
Cost of Revenue,18683000.0,195000000.0,0.0,186000000.0,0.0,190000000.0,2690000.0,186000000.0,0.0,184000000.0,0.0,171809000.0,164231000.0
Gross Profit,421728000.0,245000000.0,429390000.0,243000000.0,430267000.0,240000000.0,419277000.0,236000000.0,415623000.0,232000000.0,421890000.0,258234000.0,261892000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,41714000.0,180000000.0,42438000.0,175000000.0,39776000.0,173000000.0,41847000.0,172000000.0,42688000.0,172000000.0,39600000.0,42933000.0,46464000.0
Operating Expenses,376634000.0,200000000.0,361183000.0,175000000.0,363234000.0,173000000.0,355182000.0,172000000.0,355746000.0,172000000.0,362507000.0,178132000.0,166891000.0
Operating Income,45094000.0,45000000.0,68207000.0,68000000.0,67033000.0,67000000.0,64095000.0,64000000.0,59877000.0,60000000.0,59383000.0,80102000.0,95001000.0
Interest Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Earnings before Tax,45887000.0,46000000.0,68384000.0,68000000.0,66815000.0,67000000.0,63370000.0,63000000.0,59698000.0,60000000.0,59338000.0,81913000.0,97039000.0
Income Tax Expense,22477000.0,22000000.0,25980000.0,26000000.0,26627000.0,27000000.0,25427000.0,25000000.0,24495000.0,24000000.0,23047000.0,30370000.0,35860000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,23505000.0,24000000.0,42969000.0,43000000.0,40188000.0,40000000.0,37943000.0,38000000.0,35203000.0,35000000.0,36477000.0,52115000.0,61270000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income Com,23505000.0,24000000.0,42969000.0,43000000.0,40188000.0,40000000.0,37943000.0,38000000.0,35203000.0,35000000.0,36477000.0,52115000.0,61270000.0
EPS,2.02,2.02,3.7,3.70,3.33,3.33,3.09,3.09,2.84,2.84,2.77,3.42,3.68
EPS Diluted,1.97,1.97,3.62,3.62,3.27,3.27,3.03,3.03,2.8,2.80,2.76,3.4,3.64
Weighted Average Shs Out,11623000.0,12000000.0,11614000.0,12000000.0,12079000.0,12000000.0,12286000.0,12000000.0,12391000.0,12000000.0,13156000.0,15241000.0,16648000.0
Weighted Average Shs Out (Dil),11950000.0,12000000.0,11856000.0,12000000.0,12301000.0,12000000.0,12535000.0,13000000.0,12566000.0,13000000.0,13220000.0,15314000.0,16848000.0
Dividend per Share,1.59648535565,,1.53964237517,,1.46427119746,,1.37662544874,,0.34879834474,,0.0,0.0,0.0
Gross Margin,0.957578262123,0.55681818181818,1.0,0.56643356643357,1.0,0.55813953488372,0.993625093905,0.55924170616114,1.0,0.55769230769231,1.0,0.600484137633,0.614592500287
EBITDA Margin,0.143960981901,0.14772727272727,0.203593469806,0.20979020979021,0.203159898389,0.2093023255814,0.203925899419,0.2085308056872,0.204478577942,0.20673076923077,0.208457180782,0.237692509819,0.261269633416
EBIT Margin,0.102390721394,0.10454545454545,0.15884627029,0.16083916083916,0.155793960494,0.15581395348837,0.151895764361,0.14928909952607,0.144065655654,0.14182692307692,0.140754699092,0.186265094421,0.222942671482
Profit Margin,0.0533706015517,0.054545454545455,0.100069866555,0.1002331002331,0.0934024686997,0.093023255813953,0.0899193538831,0.090047393364929,0.0846993549443,0.084134615384615,0.0864609258337,0.121185555863,0.143784775757
Free Cash Flow margin,0.0946910953632,,0.142902722467,,0.0922357512893,,0.105704948491,,0.121795473302,,0.0984853871862,0.117934718156,0.147670977629
EBITDA,63402000.0,65000000.0,87421000.0,90000000.0,87413000.0,90000000.0,86050000.0,88000000.0,84986000.0,86000000.0,87946000.0,102218000.0,111333000.0
EBIT,45094000.0,46000000,68207000.0,69000000,67033000.0,67000000,64095000.0,63000000,59877000.0,59000000,59383000.0,80102000.0,95001000.0
Consolidated Income,23505000.0,24000000.0,42969000.0,43000000.0,40188000.0,40000000.0,37943000.0,38000000.0,35203000.0,35000000.0,36477000.0,52115000.0,61270000.0
Earnings Before Tax Margin,0.104191312206,0.10454545454545,0.159258482964,0.15850815850816,0.155287298352,0.15581395348837,0.150177620525,0.14928909952607,0.14363497689,0.14423076923077,0.140648036218,0.190476301207,0.227725328133
Net Profit Margin,0.0533706015517,0.054545454545455,0.100069866555,0.1002331002331,0.0934024686997,0.093023255813953,0.0899193538831,0.090047393364929,0.0846993549443,0.084134615384615,0.0864609258337,0.121185555863,0.143784775757
