Date,2018-12-31,2017-12-31,2016-12-31
Revenue,479804486.2518,294947400.2418,118718646.5083
Revenue Growth,0.626745941338872,1.48442354185009,
Cost of Revenue,164832850.9407,113027206.7715,76799280.0576
Gross Profit,314971635.3111,181920193.4704,41919366.4507
R&D Expenses,47674384.9493,34161124.5466,24159971.2023
SG&A Expense,638352532.5615,423676541.717,198303527.7178
Operating Expenses,686306367.5832,457492442.5635,222177969.7624
Operating Income,-371334732.2721,-275572249.0931,-180258603.3117
Interest Expense,17431693.1983,4562122.1282,-97480.2016
Earnings before Tax,-218224167.8726,-411430773.8815,-195239740.8207
Income Tax Expense,2110709.1172,86154.7763,259899.2081
Net Income - Non-Controlling int,-2282344.4284,-3809250.3023,-5065658.7473
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-220334876.9899,-411516928.6578,-195499640.0288
Preferred Dividends,124996237.3372,186845072.5514,61162562.995
Net Income Com,-345331114.3271,-598362001.2092,-256662203.0238
EPS,-2.1664,-34.6932,-15.5983
EPS Diluted,-2.1664,-34.6932,-15.5983
Weighted Average Shs Out,133195835.3111,279000000.0,14000000.0
Weighted Average Shs Out (Dil),69153221.8524,7454483.0713,7080611.951
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.6565,0.6168,0.3531
EBITDA Margin,-0.0564,-0.203,-0.2278
EBIT Margin,-0.4185,-1.3795,-1.6454
Profit Margin,-0.1042,-0.3067,-0.3113
Free Cash Flow margin,-0.7261,-0.9811,-0.9032
EBITDA,-187127930.5355,-396006650.5441,-187777393.8085
EBIT,-200792474.6744,-406868651.7533,-195337221.0223
Consolidated Income,-222617221.4182,-415326178.9601,-200565298.7761
Earnings Before Tax Margin,-0.4548,-1.3949,-1.6446
Net Profit Margin,-0.4592,-1.3952,-1.6467
