Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,2535911000.0,2147413000.0,1423799000.0,994440000.0,734489000.0,362392000.0,171133000.0,96030000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.782078517130063,
Cost of Revenue,2040241000.0,1741619000.0,0.0,800344000.0,587635000.0,0.0,129651000.0,75448000.0
Gross Profit,495670000.0,405794000.0,0.0,194096000.0,146854000.0,0.0,41482000.0,20582000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,301525000.0,263981000.0,176304000.0,122224000.0,87840000.0,46795000.0,23622000.0,13496000.0
Operating Expenses,301525000.0,263981000.0,176304000.0,122224000.0,87840000.0,331290000.0,23622000.0,13496000.0
Operating Income,132635000.0,128530000.0,84164000.0,71872000.0,59014000.0,31102000.0,17860000.0,7086000.0
Interest Expense,0.0,0.0,0.0,0.0,10000.0,26000.0,0.0,0.0
Earnings before Tax,132635000.0,128530000.0,84164000.0,73149000.0,60305000.0,30959000.0,18021000.0,6138000.0
Income Tax Expense,19641000.0,32075000.0,33869000.0,23609000.0,20415000.0,10937000.0,5642000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,1301000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,112994000.0,96455000.0,50295000.0,49540000.0,39890000.0,20022000.0,12379000.0,6138000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,112994000.0,96455000.0,50295000.0,49540000.0,39890000.0,20022000.0,12379000.0,6138000.0
EPS,3.66,3.2,2.06,2.34,1.88,1.03,0.95,0.0
EPS Diluted,3.62,3.17,2.03,2.33,1.88,1.03,0.95,0.0
Weighted Average Shs Out,30886382.0,30084913.0,24280871.0,20679189.0,20569012.0,19226504.0,21452587.0,
Weighted Average Shs Out (Dil),31186952.0,30391346.0,24555509.0,20791937.0,20569012.0,19226504.0,12873562.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.195460329641,0.188968773124,0.0,0.195181207514,0.199940366704,0.0,0.2424,0.2143
EBITDA Margin,0.0575797021268,0.0654559695783,0.0640097373295,0.077885040827,0.0867637228059,0.0939397116934,0.111,0.066
EBIT Margin,0.0523027030523,0.0598534143176,0.0591122763817,0.0722738425647,0.0803470167695,0.0858241903795,0.1053,0.0639
Profit Margin,0.0445575574222,0.0449168371431,0.0353245085858,0.0498169824223,0.0543098671321,0.055249564008,0.072,0.064
Free Cash Flow margin,-0.0334885569722,-0.098435186897,-0.0929028605864,-0.053897671051,-0.229389412231,-0.360929601095,-0.3976,-0.1743
EBITDA,146017000.0,140561000.0,91137000.0,77452000.0,63727000.0,34043000.0,18958000.0,6334000.0
EBIT,132635000.0,128530000.0,84164000.0,71872000.0,59014000.0,31102000.0,18021000.0,6138000.0
Consolidated Income,112994000.0,96455000.0,50295000.0,49540000.0,39890000.0,20022000.0,12431000.0,7439000.0
Earnings Before Tax Margin,0.0523027030523,0.0598534143176,0.0591122763817,0.073557982382,0.0821047013638,0.0854295900572,0.1053,0.0639
Net Profit Margin,0.0445575574222,0.0449168371431,0.0353245085858,0.0498169824223,0.0543098671321,0.055249564008,0.0723,0.0639
