Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,402579000.0,758505000.0,278887000.0,164269000.0,347845000.0,206279000.0,67011000.0,25814000.0
Short-term investments,982725000.0,531604000.0,425491000.0,353680000.0,125710000.0,0.0,0.0,3507000.0
Cash and short-term investments,1385304000.0,1290109000.0,704378000.0,517949000.0,473555000.0,206279000.0,67011000.0,29321000.0
Receivables,6528000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1418997000.0,1322769000.0,724214000.0,523965000.0,479989000.0,211987000.0,67784000.0,29980000.0
Property Plant & Equipment Net,246622000.0,199606000.0,156955000.0,82614000.0,15740000.0,10920000.0,1288000.0,728000.0
Goodwill and Intangible Assets,26297000.0,30059000.0,33822000.0,37584000.0,41347000.0,0.0,0.0,0.0
Long-term investments,506123000.0,324193000.0,180452000.0,347814000.0,18448000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,1913000.0,693000.0,0.0,0.0
Total non-current assets,823847000.0,577798000.0,393908000.0,478372000.0,76750000.0,12403000.0,1538000.0,938000.0
Total assets,2242844000.0,1900567000.0,1118122000.0,1002337000.0,556739000.0,224390000.0,69322000.0,30918000.0
Payables,17831000.0,12873000.0,13664000.0,6334000.0,2954000.0,4359000.0,2173000.0,1793000.0
Short-term debt,99393000.0,57065000.0,54660000.0,28145000.0,531000.0,273000.0,0.0,0.0
Total current liabilities,146431000.0,95612000.0,74533000.0,40368000.0,42978000.0,34874000.0,4628000.0,2893000.0
Long-term debt,153319000.0,154749000.0,120140000.0,61901000.0,8674000.0,6740000.0,0.0,0.0
Total debt,252712000.0,211814000.0,174800000.0,90046000.0,9205000.0,7013000.0,0.0,0.0
Deferred revenue,18602000.0,25674000.0,6209000.0,5889000.0,25375000.0,25340000.0,680000.0,1019000.0
Tax Liabilities,12095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,189102000.0,176572000.0,160464000.0,98097000.0,16183000.0,37849000.0,601000.0,1329000.0
Total liabilities,357774000.0,277135000.0,248682000.0,151841000.0,65482000.0,72723000.0,5229000.0,4222000.0
Other comprehensive income,3386958000,2540951000,1447856000,1166585000,638389000,250103000,0.0,1000.0
Retained earnings (deficit),-1498808000.0,-913808000.0,-577674000.0,-314167000.0,-147384000.0,-98675000.0,-73354000.0,-63442000.0
Total shareholders equity,1885070000.0,1623432000.0,869440000.0,850496000.0,491257000.0,151667000.0,-55747000.0,-55707000.0
Investments,1488848000.0,855797000.0,605943000.0,701494000.0,144158000.0,0.0,0.0,3507000.0
Net Debt,-149867000.0,-546691000.0,-104087000.0,-74223000.0,-338640000.0,-199266000.0,-67011000.0,-29321000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,773000.0,659000.0
Other Liabilities,22241000.0,4951000.0,13685000.0,13376000.0,6321000.0,0.0,2455000.0,1100000.0
