Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,2894000.0,0.0,19187000.0,14007000.0
Revenue Growth,0.0,-1,0.369815092453773,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,19187000.0,14007000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,13039000.0,8244000.0,11971000.0,9485000.0
Operating Expenses,13039000.0,8244000.0,14599000.0,12171000.0
Operating Income,11924000.0,4588000.0,4588000.0,1836000.0
Interest Expense,1212000.0,511000.0,0.0,0.0
Earnings before Tax,11924000.0,4588000.0,4588000.0,1836000.0
Income Tax Expense,3190000.0,1766000.0,1766000.0,664000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,8734000.0,2822000.0,2822000.0,1172000.0
Preferred Dividends,0.0,62000.0,0.0,0.0
Net Income Com,8734000.0,2822000.0,2822000.0,1172000.0
EPS,1.18,0.56,0.56,0.25
EPS Diluted,1.13,0.55,0.55,0.25
Weighted Average Shs Out,7374013.0,4958655.0,6857000.0,6857000.0
Weighted Average Shs Out (Dil),7733372.0,4989205.0,,
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,1.0,1.0
EBITDA Margin,3.94713199724,0.0,0.248,0.148
EBIT Margin,4.1202487906,0.0,0.2391,0.1311
Profit Margin,3.01796821009,0.0,0.147,0.084
Free Cash Flow margin,3.06116102281,0.0,0.1904,0.1059
EBITDA,11423000.0,3989000.0,4754000.0,2073000.0
EBIT,11924000.0,4588000.0,4588000.0,1836000.0
Consolidated Income,8734000.0,2822000.0,2822000.0,1172000.0
Earnings Before Tax Margin,4.1202487906,0.0,0.2391,0.1311
Net Profit Margin,3.01796821009,0.0,0.1471,0.0837
