Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,32513000.0,24873000.0
SG&A Expense,7060000.0,4562000.0
Operating Expenses,39573000.0,29435000.0
Operating Income,-39573000.0,-29435000.0
Interest Expense,9000.0,14000.0
Earnings before Tax,-37941000.0,-27524000.0
Income Tax Expense,-1000.0,3000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-37940000.0,-27527000.0
Preferred Dividends,0.0,0.0
Net Income Com,-37940000.0,-27527000.0
EPS,-3.0,-2.19
EPS Diluted,-3.0,-2.19
Weighted Average Shs Out,26784000.0,26784000.0
Weighted Average Shs Out (Dil),12629167.0,12568773.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-36523000.0,-26305000.0
EBIT,-37932000.0,-27510000.0
Consolidated Income,-37940000.0,-27527000.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
