Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,2424000000.0,2177000000.0,1766000000.0,1509000000.0,1601000000.0
Revenue Growth,0.113458888378503,0.23272933182333,0.170311464546057,-0.0574640849469082,
Cost of Revenue,1686000000.0,1499000000.0,1378000000.0,1376000000.0,1472000000.0
Gross Profit,738000000.0,678000000.0,388000000.0,133000000.0,129000000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,18000000.0,10000000.0,14000000.0,16000000.0,14000000.0
Operating Expenses,234000000.0,129000000.0,108000000.0,102000000.0,99000000.0
Operating Income,504000000.0,549000000.0,280000000.0,31000000.0,30000000.0
Interest Expense,37000000.0,32000000.0,52000000.0,55000000.0,53000000.0
Earnings before Tax,471000000.0,517000000.0,244000000.0,-83000000.0,-74000000.0
Income Tax Expense,100000000.0,81000000.0,61000000.0,-27000000.0,-35000000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,371000000.0,436000000.0,183000000.0,-56000000.0,-39000000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,371000000.0,436000000.0,183000000.0,-56000000.0,-39000000.0
EPS,4.29,5.06,2.14,-0.66,-0.46
EPS Diluted,4.27,5.03,2.13,-0.66,-0.46
Weighted Average Shs Out,86402076.0,85829492.0,85443901.0,85443901.0,
Weighted Average Shs Out (Dil),86402076.0,85829492.0,85443901.0,85443901.0,
Dividend per Share,4.872,1.167,0.301,0.0,0.0
Gross Margin,0.3045,0.3114,0.2197,0.0881,0.0806
EBITDA Margin,0.265,0.301,0.221,0.038,0.04
EBIT Margin,0.2096,0.2522,0.1676,-0.0186,-0.0131
Profit Margin,0.153,0.2,0.104,-0.037,-0.024
Free Cash Flow margin,0.1638,0.1672,0.12,-0.0292,-0.0606
EBITDA,642000000.0,656000000.0,390000000.0,58000000.0,64000000.0
EBIT,508000000.0,549000000.0,296000000.0,-28000000.0,-21000000.0
Consolidated Income,371000000.0,436000000.0,183000000.0,-56000000.0,-39000000.0
Earnings Before Tax Margin,0.1943,0.2375,0.1382,-0.055,-0.0462
Net Profit Margin,0.1531,0.2003,0.1036,-0.0371,-0.0244
