Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,265000000.0,56000000.0,47000000.0,
Short-term investments,0.0,0.0,0.0,
Cash and short-term investments,265000000.0,56000000.0,47000000.0,
Receivables,821000000.0,802000000.0,740000000.0,
Inventories,628000000.0,465000000.0,435000000.0,
Total current assets,1809000000.0,1392000000.0,1272000000.0,
Property Plant & Equipment Net,300000000.0,265000000.0,261000000.0,
Goodwill and Intangible Assets,2767000000.0,2788000000.0,2733000000.0,
Long-term investments,0.0,0.0,0.0,
Tax assets,84000000.0,5000000.0,6000000.0,
Total non-current assets,3163000000.0,3081000000.0,3022000000.0,
Total assets,4972000000.0,4473000000.0,4294000000.0,4096000000.0
Payables,964000000.0,738000000.0,687000000.0,
Short-term debt,22000000.0,0.0,0.0,
Total current liabilities,1489000000.0,1147000000.0,1082000000.0,
Long-term debt,1179000000.0,0.0,0.0,
Total debt,1201000000.0,0.0,0.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,76000000.0,377000000.0,70000000.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,1233000000.0,723000000.0,338000000.0,
Total liabilities,3439000000.0,1870000000.0,1420000000.0,1377000000.0
Other comprehensive income,1720000000,-100000000.0,-169000000.0,
Retained earnings (deficit),2000000.0,0.0,3043000000.0,
Total shareholders equity,1533000000.0,2603000000.0,2874000000.0,2719000000.0
Investments,0.0,0.0,0.0,
Net Debt,936000000.0,-56000000.0,-47000000.0,
Other Assets,0.0,69000000.0,50000000.0,
Other Liabilities,717000000.0,409000000.0,395000000.0,
