Date,2018-12-31,2017-12-31
Cash and cash equivalents,277444.0,308738.0
Short-term investments,0.0,0.0
Cash and short-term investments,277444.0,308738.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,386344.0,322144.0
Property Plant & Equipment Net,5120209.0,2036342.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,5186709.0,2036342.0
Total assets,5573053.0,2358486.0
Payables,719386.0,100000.0
Short-term debt,4180621.0,809601.0
Total current liabilities,5394073.0,941054.0
Long-term debt,2227496.0,1590789.0
Total debt,6408117.0,2400390.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,2227496.0,1590789.0
Total liabilities,7621569.0,2531843.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-21241694.0,-8052572.0
Total shareholders equity,-2048516.0,-173357.0
Investments,0.0,0.0
Net Debt,6130673.0,2091652.0
Other Assets,108900.0,13406.0
Other Liabilities,494066.0,31453.0
