Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,1200000.0,381000.0,45107000.0,85408000.0,65143000.0,38586000.0,0.0
Revenue Growth,2.1496062992126,-0.991553417429667,-0.471864462345448,0.311084844112184,0.688254807443114,0.0,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,3307000.0,2828000.0,2801000.0,6795000.0,9252000.0,3955000.0,1285000.0
Operating Expenses,3307000.0,2828000.0,2801000.0,6795000.0,9252000.0,3955000.0,1285000.0
Operating Income,39042000.0,30610000.0,30681000.0,45248000.0,23573000.0,13766000.0,860000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,39042000.0,30610000.0,30681000.0,45248000.0,23573000.0,0.0,0.0
Income Tax Expense,446000.0,178000.0,230000.0,1928000.0,-1043000.0,176000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,38596000.0,30432000.0,44868000.0,43320000.0,24616000.0,13766000.0,860000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,38596000.0,30432000.0,44868000.0,43320000.0,24616000.0,13766000.0,860000.0
EPS,1.35,1.07,1.42,1.2,0.86,0.72,0.03
EPS Diluted,1.35,1.07,1.41,1.2,0.85,0.72,0.03
Weighted Average Shs Out,28529439.0,28478237.0,28461853.0,28501897.0,28459309.0,18989500.0,6532706.0
Weighted Average Shs Out (Dil),28656660.0,28550945.0,28523306.0,28597568.0,28585022.0,19038152.0,6567309.0
Dividend per Share,1.11973970449,1.06935164493,1.03073605844,0.999980138171,0.999719363518,0.975672428711,0.237540216244
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,43.0925,117.57480315,0.957966612721,0.70256884601,0.560766314109,0.49028144923,0.0
EBIT Margin,32.535,80.3412073491,0.680182676746,0.529786436868,0.361865434506,0.356761519722,0.0
Profit Margin,32.1633333333,79.874015748,0.994701487574,0.507212439116,0.377876364306,0.356761519722,0.0
Free Cash Flow margin,32.6816666667,82.0787401575,0.189283259804,3.2259156051,-3.43455167861,0.658347587208,0.0
EBITDA,51711000.0,44796000.0,43211000.0,60005000.0,36530000.0,18918000.0,1958000.0
EBIT,39042000.0,30610000.0,30681000.0,45248000.0,23573000.0,13766000.0,860000.0
Consolidated Income,38596000.0,30432000.0,44868000.0,43320000.0,24616000.0,13766000.0,860000.0
Earnings Before Tax Margin,32.535,80.3412073491,0.680182676746,0.529786436868,0.361865434506,0.0,0.0
Net Profit Margin,32.1633333333,79.874015748,0.994701487574,0.507212439116,0.377876364306,0.356761519722,0.0
