Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2867000.0,2849000.0,2367000.0
Stock-based compensation,1400000.0,911000.0,
Operating Cash Flow,26655000.0,16479000.0,-1490000.0
Capital Expenditure,-3045000.0,-2262000.0,-3026000.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-3045000.0,-2262000.0,-3026000.0
Issuance (repayment) of debt,-15100000.0,-15086000.0,
Issuance (buybacks) of shares,0.0,0.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,-17621000.0,-15086000.0,5142000.0
Effect of forex changes on cash,-208000.0,0.0,0.0
Net cash flow / Change in cash,5781000.0,-869000.0,626000.0
Free Cash Flow,23610000.0,14217000.0,
Net Cash/Marketcap,0.0117,0.0117,0.0117
