Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,52300000.0,50722000.0,43489000.0,32660000.0,12517000.0,24050000.0,43440000.0,65361000.0,68220000.0
Stock-based compensation,9000000.0,5243000.0,8348000.0,11102000.0,11028000.0,2286000.0,5194000.0,5218000.0,1635000.0
Operating Cash Flow,341400000.0,6142000.0,79148000.0,-32561000.0,3663000.0,-20315000.0,23569000.0,42932000.0,36484000.0
Capital Expenditure,39700000.0,31925000.0,29048000.0,21324000.0,5819000.0,12577000.0,31747000.0,31533000.0,-20823000.0
Acquisitions and disposals,-0.0,-57828000.0,-66346000.0,39726000.0,-146026000.0,-397000.0,-1707000.0,-0.0,123000.0
Investment purchases and sales,-1184600000.0,-341859000.0,-239941000.0,-54598000.0,-250000.0,0.0,0.0,3709000.0,0.0
Investing Cash flow,-224600000.0,-139253000.0,-140218000.0,-14742000.0,-187305000.0,258144000.0,149738000.0,-2332000.0,-21221000.0
Issuance (repayment) of debt,-697000000.0,-51596000.0,-22252000.0,-528679000.0,-689745000.0,-128036000.0,-120763000.0,-44970000.0,-13866000.0
Issuance (buybacks) of shares,-325000000.0,-97885000.0,-115371000.0,-104649000.0,-101978000.0,-7839000.0,-23073000.0,732000.0,0.0
Dividend payments,-500000.0,-500000.0,-1322000.0,-5687000.0,-1626000.0,-119788000.0,-55390000.0,-0.0,0.0
Financing Cash Flow,115200000.0,115341000.0,18788000.0,103168000.0,284624000.0,-250102000.0,-191137000.0,-38758000.0,-13866000.0
Effect of forex changes on cash,-500000.0,284000.0,-971000.0,-5219000.0,-2001000.0,-1927000.0,-25000.0,-2324000.0,-2401000.0
Net cash flow / Change in cash,231500000.0,-17486000.0,-43253000.0,50646000.0,98981000.0,-14200000.0,-17855000.0,-482000.0,-1004000.0
Free Cash Flow,301700000.0,-25783000.0,50100000.0,-53885000.0,-2156000.0,-32892000.0,-8178000.0,11399000.0,15661000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.562
