Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-10-12,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Revenue,165312000.0,131850000.0,108541000.0,95022000.0,82441000.0,10739000.0,7038000.0,0.0,66575000.0,68379000.0,56875000.0,54910000.0
Revenue Growth,0.253788395904437,0.214748343943763,0.142272315884742,0.152606106185029,6.67678554800261,0.525859619210003,0.0,-1,-0.0263823688559353,0.202268131868132,0.0357858313604079,0.1253
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,165312000.0,131850000.0,108541000.0,95022000.0,82441000.0,0.0,0.0,0.0,66575000.0,68379000.0,56875000.0,54910000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,92617000.0,78176000.0,68597000.0,60153000.0,56571000.0,35774000.0,35406000.0,0.0,49184000.0,44854000.0,38657000.0,37167000.0
Operating Expenses,109243000.0,97850000.0,81118000.0,72417000.0,78081000.0,35896000.0,35406000.0,0.0,58721000.0,56242000.0,45100000.0,43922000.0
Operating Income,56069000.0,34000000.0,27423000.0,22605000.0,4360000.0,10188000.0,8756000.0,0.0,7854000.0,12137000.0,11775000.0,10988000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,21998000.0,22001000.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,56069000.0,34000000.0,27423000.0,22605000.0,4360000.0,10077000.0,8756000.0,0.0,7854000.0,12137000.0,11775000.0,10988000.0
Income Tax Expense,13927000.0,14404000.0,8820000.0,6783000.0,-1269000.0,4217000.0,2250000.0,0.0,2776000.0,4286000.0,4963000.0,4597000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,42142000.0,19596000.0,18603000.0,15822000.0,5629000.0,10188000.0,6506000.0,0.0,5078000.0,7851000.0,6812000.0,6391000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,42142000.0,19596000.0,18603000.0,15822000.0,5629000.0,10188000.0,6506000.0,0.0,5078000.0,7851000.0,6812000.0,6391000.0
EPS,0.46,0.24,0.22,0.18,0.06,0.16,0.1,0.0,0.058,0.087,0.072,0.065
EPS Diluted,0.46,0.24,0.22,0.18,0.06,0.16,0.1,0.0,0.058,0.087,0.072,0.065
Weighted Average Shs Out,90541977.0,102385573.0,86399269.0,93528092.0,92977841.0,65796000.0,66152.0,0.0,92421139.0,93806158.0,94944276.0,94819800.0
Weighted Average Shs Out (Dil),91054000.0,82587000.0,84590000.0,89591000.0,91717000.0,65836000.0,66152.0,0.0,91763100.0,92622840.0,93729600.0,94819800.0
Dividend per Share,0.37,0.25,0.1,0.08,0.0,0.0,0.0,0.0,0.109,0.145,0.145,0.181
Gross Margin,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.372,0.285,0.28,0.271,0.091,1.45069373312,2.95069622052,0.0,0.16,0.211,0.238,0.233
EBIT Margin,0.3392,0.2579,0.2527,0.2379,0.0529,0.948691684514,1.24410343848,0.0,0.118,0.1775,0.207,0.2001
Profit Margin,0.255,0.149,0.171,0.167,0.068,0.948691684514,0.924410343848,0.0,0.076,0.115,0.12,0.116
Free Cash Flow margin,0.205,0.2793,0.3178,0.3894,0.2244,2.09023186516,4.10358056266,0.0,0.5342,0.3972,0.2016,0.3247
EBITDA,61526000.0,37588000.0,30404000.0,25760000.0,7495000.0,15579000.0,20767000.0,0.0,10674000.0,14447000.0,13542000.0,12794000.0
EBIT,56069000.0,34000000.0,27423000.0,22605000.0,4360000.0,10188000.0,8756000.0,0.0,7854000.0,12137000.0,11775000.0,10988000.0
Consolidated Income,42142000.0,19596000.0,18603000.0,15822000.0,5629000.0,10188000.0,6506000.0,0.0,5078000.0,7851000.0,6812000.0,6391000.0
Earnings Before Tax Margin,0.3392,0.2579,0.2527,0.2379,0.0529,0.938355526585,1.24410343848,0.0,0.118,0.1775,0.207,0.2001
Net Profit Margin,0.2549,0.1486,0.1714,0.1665,0.0683,0.948691684514,0.924410343848,0.0,0.0763,0.1148,0.1198,0.1164
