Date,2018-07-01,2017-07-02,2017-06,2016-07-03,2016-06,2015-06-30,2015-06,2014-06-30,2014-06,2013-06-30,2013-06,2012-06-30
Revenue,374990000.0,397562000.0,398000000.0,419362000.0,419000000.0,382125000.0,382000000.0,336139000.0,336000000.0,266015000.0,266000000.0,223577000.0
Revenue Growth,-0.0567760500249018,-0.00110050251256281,-0.0509392839599201,0.000863961813842482,0.0964998364409552,0.000327225130890052,0.136434629721633,0.000413690476190476,0.263086668045035,0.000056390977443609,0.189746709187439,0.0
Cost of Revenue,295592000.0,325663000.0,326000000.0,339214000.0,339000000.0,307454000.0,307000000.0,271686000.0,272000000.0,220413000.0,220000000.0,185075000.0
Gross Profit,79398000.0,71899000.0,72000000.0,80148000.0,80000000.0,74671000.0,75000000.0,64453000.0,64000000.0,45602000.0,46000000.0,38502000.0
R&D Expenses,2745000.0,1670000.0,2000000.0,2344000.0,2000000.0,1502000.0,2000000.0,1169000.0,1000000.0,1300000.0,1000000.0,1293000.0
SG&A Expense,58137000.0,54110000.0,54000000.0,55151000.0,55000000.0,46876000.0,47000000.0,35698000.0,36000000.0,26451000.0,26000000.0,22232000.0
Operating Expenses,69867000.0,64278000.0,64000000.0,131937000.0,132000000.0,57419000.0,57000000.0,44564000.0,45000000.0,29332000.0,29000000.0,23957000.0
Operating Income,9531000.0,7621000.0,8000000.0,-51789000.0,-52000000.0,17252000.0,17000000.0,19889000.0,20000000.0,16270000.0,16000000.0,14545000.0
Interest Expense,6354000.0,4437000.0,000000.0,3803000.0,4000000.0,2456000.0,2000000.0,838000.0,1000000.0,518000.0,1000000.0,696000.0
Earnings before Tax,3158000.0,3244000.0,3000000.0,-55499000.0,-55000000.0,14955000.0,15000000.0,19602000.0,20000000.0,16401000.0,16000000.0,14586000.0
Income Tax Expense,11412000.0,1927000.0,2000000.0,-17216000.0,-17000000.0,3966000.0,4000000.0,6615000.0,7000000.0,2763000.0,3000000.0,5078000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-8254000.0,1317000.0,1000000.0,-38283000.0,-38000000.0,10989000.0,11000000.0,12987000.0,13000000.0,13638000.0,14000000.0,9508000.0
Preferred Dividends,0.0,4000.0,,0.0,,126000.0,,0.0,,0.0,,0.0
Net Income Com,-8254000.0,1317000.0,1000000.0,-38283000.0,-38000000.0,10989000.0,11000000.0,12987000.0,13000000.0,13638000.0,14000000.0,9508000.0
EPS,-0.84,0.13,0.13,-3.91,-3.91,1.1,1.10,1.28,1.28,1.34,1.34,0.93
EPS Diluted,-0.84,0.13,0.13,-3.91,-3.91,1.1,1.10,1.28,1.28,1.33,1.33,0.93
Weighted Average Shs Out,9834723.0,9812248.0,10000000.0,9786315.0,10000000.0,9874441.0,10000000.0,10109915.0,10000000.0,10193530.0,10000000.0,10174176.0
Weighted Average Shs Out (Dil),9834723.0,9812273.0,10000000.0,9786315.0,10000000.0,9885961.0,10000000.0,10141395.0,10000000.0,10228687.0,10000000.0,10208810.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Margin,0.211733646231,0.180849779405,0.18090452261307,0.191118890124,0.1909307875895,0.195409878966,0.19633507853403,0.191745081648,0.19047619047619,0.171426423322,0.17293233082707,0.172209127057
EBITDA Margin,0.06412437665,0.0566226148374,0.055276381909548,-0.0861165293947,-0.085918854415274,0.0745515210991,0.075916230366492,0.0833345728999,0.074404761904762,0.0790594515347,0.082706766917293,0.073169422615
EBIT Margin,0.0254166777781,0.0191693371097,0.0075376884422111,-0.123494737244,-0.12171837708831,0.0451475302584,0.044502617801047,0.0591689747396,0.0625,0.0611619645509,0.067669172932331,0.0650558867862
Profit Margin,-0.0220112536334,0.00331269085074,0.0025125628140704,-0.0912886718396,-0.090692124105012,0.0287576054956,0.028795811518325,0.0386358024508,0.038690476190476,0.0512677856512,0.052631578947368,0.0425267357555
Free Cash Flow margin,-0.0222539267714,0.0618067119091,,0.100233211402,,-0.00331043506706,,0.0266258898848,,-0.00352611694829,,0.101410252396
EBITDA,24046000.0,22511000.0,22000000.0,-36114000.0,-36000000.0,28488000.0,29000000.0,28012000.0,25000000.0,21031000.0,22000000.0,16359000.0
EBIT,9531000.0,7621000.0,3000000,-51789000.0,-51000000,17252000.0,17000000,19889000.0,21000000,16270000.0,18000000,14545000.0
Consolidated Income,-8254000.0,1317000.0,1000000.0,-38283000.0,-38000000.0,10989000.0,11000000.0,12987000.0,13000000.0,13638000.0,14000000.0,9508000.0
Earnings Before Tax Margin,0.00842155790821,0.00815973357615,0.0075376884422111,-0.132341509245,-0.13126491646778,0.0391364082434,0.039267015706806,0.0583151612874,0.05952380952381,0.0616544179839,0.06015037593985,0.0652392687978
Net Profit Margin,-0.0220112536334,0.00331269085074,0.0025125628140704,-0.0912886718396,-0.090692124105012,0.0287576054956,0.028795811518325,0.0386358024508,0.038690476190476,0.0512677856512,0.052631578947368,0.0425267357555
