Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31
Revenue,35000.0,468000000.0,33000.0,462000000.0,0.0,428000000.0,0.0,223000000.0,0.0,188000000.0,0.0
Revenue Growth,-0.999925213675214,14180.8181818182,-0.999928571428571,0.0,-1,0.0,-1,0.0,-1,0.0,0.0
Cost of Revenue,199671000.0,,182431000.0,,182353000.0,,70604000.0,,53364000.0,,32700000.0
Gross Profit,-199636000.0,,-182398000.0,,-182353000.0,,-70604000.0,,-53364000.0,,-32700000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
SG&A Expense,54818000.0,55000000.0,28602000.0,29000000.0,25859000.0,26000000.0,14881000.0,15000000.0,12423000.0,12000000.0,8203000.0
Operating Expenses,110385000.0,,81559000.0,,67812000.0,,33478000.0,,28534000.0,,16629000.0
Operating Income,158047000.0,176000000.0,198017000.0,204000000.0,178200000.0,200000000.0,118598000.0,126000000.0,106425000.0,108000000.0,73461000.0
Interest Expense,92870000.0,,82620000.0,,73885000.0,,12974000.0,,13763000.0,,7565000.0
Earnings before Tax,66764000.0,,116665000.0,,75419000.0,,105867000.0,,92662000.0,,66165000.0
Income Tax Expense,466000.0,0000000.0,448000.0,0000000.0,515000.0,1000000.0,175000.0,0000000.0,-96000.0,-0000000.0,290000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,66906000.0,67000000.0,116321000.0,116000000.0,74748000.0,75000000.0,105895000.0,106000000.0,93092000.0,93000000.0,65875000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,66906000.0,67000000.0,116321000.0,116000000.0,74748000.0,75000000.0,105895000.0,106000000.0,93092000.0,93000000.0,65875000.0
EPS,0.75,0.75,1.3,1.30,0.86,0.86,1.89,1.89,2.09,2.09,2.43
EPS Diluted,0.75,0.75,1.3,1.30,0.86,0.86,1.89,1.89,2.09,2.09,2.43
Weighted Average Shs Out,89351000.0,89000000.0,89304000.0,89000000.0,86699000.0,87000000.0,55964000.0,56000000.0,44565000.0,45000000.0,27122000.0
Weighted Average Shs Out (Dil),89370000.0,89000000.0,89324000.0,89000000.0,86708000.0,87000000.0,56035000.0,56000000.0,44565000.0,45000000.0,27122000.0
Dividend per Share,2.04173660065,,2.02151717344,,1.81756008673,,1.86285357366,,1.76400762931,,1.04734164147
Gross Margin,-5703.88571429,0,-5527.21212121,0,0.0,0,0.0,0,0.0,0,0.0
EBITDA Margin,8574.85714286,0.63461538461538,10175.1515152,0.72077922077922,0.0,0.63551401869159,0.0,0.71748878923767,0.0,0.73404255319149,0.0
EBIT Margin,4515.62857143,0.14316239316239,6000.51515152,0.25108225108225,0.0,0.17757009345794,0.0,0.47533632286996,0.0,0.49468085106383,0.0
Profit Margin,1911.6,0.14316239316239,3524.87878788,0.25108225108225,0.0,0.17523364485981,0.0,0.47533632286996,0.0,0.49468085106383,0.0
Free Cash Flow margin,6368.14285714,,7047.24242424,,0.0,,0.0,,0.0,,0.0
EBITDA,300120000.0,297000000.0,335780000.0,333000000.0,302865000.0,272000000.0,161107000.0,160000000.0,140045000.0,138000000.0,89926000.0
EBIT,158047000.0,67000000,198017000.0,116000000,178200000.0,76000000,118598000.0,106000000,106425000.0,93000000,73461000.0
Consolidated Income,66906000.0,67000000.0,116321000.0,116000000.0,74748000.0,75000000.0,105895000.0,106000000.0,93092000.0,93000000.0,65875000.0
Earnings Before Tax Margin,1907.54285714,0,3535.3030303,0,0.0,0,0.0,0,0.0,0,0.0
Net Profit Margin,1911.6,0.14316239316239,3524.87878788,0.25108225108225,0.0,0.17523364485981,0.0,0.47533632286996,0.0,0.49468085106383,0.0
