Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,92240000.0,74885000.0,75774000.0,105557000.0,100528000.0,69968000.0,53317000.0,26408000.0
Stock-based compensation,5446000.0,4075000.0,3367000.0,8223000.0,8373000.0,9167000.0,5396000.0,5298000.0
Operating Cash Flow,256206000.0,142158000.0,82884000.0,25895000.0,230746000.0,127295000.0,129427000.0,68763000.0
Capital Expenditure,-124744000.0,-105604000.0,-39306000.0,-48842000.0,-238047000.0,-215234000.0,-195829000.0,-98651000.0
Acquisitions and disposals,-48850000.0,0.0,0.0,0.0,-114967000.0,0.0,-105303000.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,8973000.0,6734000.0,0.0,-2625000.0
Investing Cash flow,-164594000.0,-105604000.0,-39306000.0,-48842000.0,-344041000.0,-208500000.0,-301132000.0,-101276000.0
Issuance (repayment) of debt,20944000.0,63295000.0,-22459000.0,6947000.0,42202000.0,136243000.0,24818000.0,518000.0
Issuance (buybacks) of shares,-1801000.0,0.0,-1991000.0,-1615000.0,90474000.0,3002000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-97641000.0,23968000.0,-51136000.0,-18022000.0,124716000.0,164018000.0,26375000.0,131739000.0
Effect of forex changes on cash,-999000.0,670000.0,-1609000.0,-3973000.0,-4854000.0,0.0,0.0,0.0
Net cash flow / Change in cash,-6029000.0,60522000.0,-7558000.0,-40969000.0,11421000.0,82813000.0,-145330000.0,99226000.0
Free Cash Flow,131462000.0,36554000.0,43578000.0,-22947000.0,-7301000.0,-87939000.0,-66402000.0,-29888000.0
Net Cash/Marketcap,,,,,,,,
