Date,2018-12-31,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2014-03-31
Cash and cash equivalents,2832429.0,5954017.0,12982748.0,7403940.0,4563165.0,1817757.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,2832429.0,5954017.0,12982748.0,7403940.0,4563165.0,1817757.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,5221152.0,5191670.0,5211727.0,132785.0,18726.0,15847.0
Property Plant & Equipment Net,32434.0,56595.0,67564.0,80848.0,81441.0,14526.0
Goodwill and Intangible Assets,1870924.0,0.0,1870924.0,1870924.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,3364272.0,6381851.0,6705585.0,0.0,4475345.0,9725991.0
Total assets,8189172.0,11252900.0,18384592.0,13106712.0,5377199.0,2000904.0
Payables,748428.0,1556883.0,1626791.0,4252243.0,1481393.0,250824.0
Short-term debt,1440000.0,0.0,0.0,10410.0,0.0,0.0
Total current liabilities,2849849.0,2603581.0,2944874.0,5083547.0,1938115.0,458739.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,1440000.0,0.0,10410.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3364272.0,6381851.0,6705585.0,0.0,4475345.0,9725991.0
Total liabilities,6214121.0,7549743.0,9326725.0,11789132.0,1938115.0,4934084.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-76463932.0,-67014637.0,-59503545.0,-44612495.0,-27613857.0,-5421337.0
Total shareholders equity,1975051.0,2663029.0,9057867.0,1317580.0,3439084.0,-2933180.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-1392429.0,-5954017.0,-12982748.0,-7393530.0,-4563165.0,-1817757.0
Other Assets,135591.0,108075.0,210174.0,491045.0,681249.0,164421.0
Other Liabilities,661421.0,1046698.0,1318083.0,820894.0,456722.0,207915.0
