Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,74801000.0,55373000.0,52744000.0,46098000.0,65874000.0
Stock-based compensation,6116000.0,3765000.0,0.0,0.0,0.0
Operating Cash Flow,114430000.0,64191000.0,76181000.0,30799000.0,3715000.0
Capital Expenditure,110851000.0,106230000.0,-19208000.0,-119674000.0,-126041000.0
Acquisitions and disposals,-93128000.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,-314000.0,0.0,0.0,0.0,0.0
Investing Cash flow,-204586000.0,-109829000.0,-19046000.0,-104147000.0,-116462000.0
Issuance (repayment) of debt,-0.0,-495997000.0,-3250000.0,72750000.0,100375000.0
Issuance (buybacks) of shares,-314000.0,-117229000.0,0.0,0.0,-23108000.0
Dividend payments,-0.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,89280000.0,119704000.0,-55815000.0,69662000.0,68447000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,116353000.0,117229000.0,1320000.0,-3686000.0,-44300000.0
Free Cash Flow,3579000.0,-42039000.0,56973000.0,-88875000.0,-122326000.0
Net Cash/Marketcap,0.0,0.0,-0.6752,-0.6752,-0.6752
