Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,80000000.0,111000000.0,590000000.0,247000000.0,361000000.0
Revenue Growth,,,,,
Cost of Revenue,,,,,
Gross Profit,,,,,
R&D Expenses,,,,,
SG&A Expense,,,,,
Operating Expenses,-428000000.0,24000000.0,44000000.0,32000000.0,27000000.0
Operating Income,508000000.0,87000000.0,547000000.0,215000000.0,334000000.0
Interest Expense,16000000.0,15000000.0,7000000.0,7000000.0,5000000.0
Earnings before Tax,491000000.0,72000000.0,539000000.0,208000000.0,329000000.0
Income Tax Expense,-198000000.0,67000000.0,79000000.0,2000000.0,47000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,688000000.0,4000000.0,460000000.0,205000000.0,280000000.0
Preferred Dividends,,,,,
Net Income Com,688000000.0,4000000.0,460000000.0,205000000.0,280000000.0
EPS,15.17,0.09,10.03,4.45,6.07
EPS Diluted,15.17,0.09,10.03,4.45,6.07
Weighted Average Shs Out,45000000.0,46000000.0,46000000.0,46000000.0,46000000.0
Weighted Average Shs Out (Dil),45000000.0,46000000.0,46000000.0,46000000.0,46000000.0
Dividend per Share,,,,,
Gross Margin,0,0,0,0,0
EBITDA Margin,6.3375,0.78378378378378,0.92542372881356,0.8663967611336,0.9196675900277
EBIT Margin,6.325,0.77477477477477,0.92542372881356,0.8663967611336,0.9196675900277
Profit Margin,8.6,0.036036036036036,0.77966101694915,0.82995951417004,0.77562326869806
Free Cash Flow margin,,,,,
EBITDA,507000000.0,87000000.0,546000000.0,214000000.0,332000000.0
EBIT,506000000,86000000,546000000,214000000,332000000
Consolidated Income,688000000.0,4000000.0,460000000.0,205000000.0,280000000.0
Earnings Before Tax Margin,6.1375,0.64864864864865,0.9135593220339,0.84210526315789,0.91135734072022
Net Profit Margin,8.6,0.036036036036036,0.77966101694915,0.82995951417004,0.77562326869806
