Date,2018-12-29,2017-12-30
Cash and cash equivalents,20741000.0,12436000.0
Short-term investments,0.0,12727000.0
Cash and short-term investments,20741000.0,25163000.0
Receivables,3438000.0,925000.0
Inventories,9277000.0,7971000.0
Total current assets,34794000.0,34036000.0
Property Plant & Equipment Net,3474000.0,2459000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,7363000.0,2965000.0
Total assets,42157000.0,37001000.0
Payables,4720000.0,3515000.0
Short-term debt,0.0,1805000.0
Total current liabilities,12553000.0,10899000.0
Long-term debt,33670000.0,6847000.0
Total debt,33670000.0,8652000.0
Deferred revenue,306000.0,239000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,35327000.0,8307000.0
Total liabilities,47880000.0,19206000.0
Other comprehensive income,-101000.0,-149000.0
Retained earnings (deficit),-335936000.0,-312180000.0
Total shareholders equity,-192242000.0,-168724000.0
Investments,0.0,12727000.0
Net Debt,12929000.0,-16511000.0
Other Assets,1338000.0,-23000.0
Other Liabilities,7833000.0,5579000.0
