Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,12754000.0,10099000.0,2678000.0,3140000.0,2510000.0,2217000.0,-1038000.0,1518000.0
Stock-based compensation,9740000.0,7167000.0,6492000.0,5661000.0,5237000.0,3368000.0,2014000.0,704000.0
Operating Cash Flow,97474000.0,62193000.0,-263043000.0,-356648000.0,-542498000.0,722035000.0,-1242061000.0,29903000.0
Capital Expenditure,1777000.0,2135000.0,5117000.0,2939000.0,1419000.0,3894000.0,2713000.0,2721000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,31337000.0,48124000.0,64701000.0,76331000.0,49195000.0,17355000.0,31420000.0,21637000.0
Investing Cash flow,-104098000.0,-565125000.0,-570696000.0,-1258226000.0,-1921920000.0,-1588015000.0,262130000.0,-760478000.0
Issuance (repayment) of debt,-63250000.0,-743060000.0,831500000.0,17700000.0,-635500000.0,-208500000.0,-0.0,-0.0
Issuance (buybacks) of shares,-9391000.0,-143607000.0,65088000.0,806000.0,77000.0,89753000.0,94586000.0,28026000.0
Dividend payments,-14459000.0,-14459000.0,-9051000.0,-2314000.0,-8000.0,-0.0,-0.0,-0.0
Financing Cash Flow,-77564000.0,384546000.0,660520000.0,1508444000.0,2602373000.0,913032000.0,1092377000.0,565421000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-84188000.0,-118386000.0,-19884000.0,-106430000.0,137955000.0,47052000.0,112446000.0,-165154000.0
Free Cash Flow,95697000.0,60058000.0,-268160000.0,-359587000.0,-543917000.0,718141000.0,-1244774000.0,27182000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
