Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,18663000.0,20594000.0
SG&A Expense,5592000.0,3500000.0
Operating Expenses,24255000.0,24094000.0
Operating Income,-24255000.0,-24094000.0
Interest Expense,220000.0,0.0
Earnings before Tax,-23899000.0,-23905000.0
Income Tax Expense,-223000.0,-360000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-23676000.0,-23545000.0
Preferred Dividends,5910000.0,4588000.0
Net Income Com,-29586000.0,-28133000.0
EPS,-98.42,-93.59
EPS Diluted,-98.42,-93.59
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),300597.0,300597.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-23552000.0,-23821000.0
EBIT,-23679000.0,-23905000.0
Consolidated Income,-23676000.0,-23545000.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
