Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,118000.0,9719000.0,1036000.0,2388000.0
Revenue Growth,-0.987858833213294,8.38127413127413,-0.566164154103853,
Cost of Revenue,0.0,0.0,0.0,
Gross Profit,118000.0,9719000.0,1036000.0,2255000.0
R&D Expenses,14119000.0,13080000.0,13659000.0,10124000.0
SG&A Expense,7818000.0,7046000.0,3539000.0,15399000.0
Operating Expenses,21937000.0,20126000.0,17198000.0,15532000.0
Operating Income,-21819000.0,-10407000.0,-16162000.0,-13144000.0
Interest Expense,672000.0,795000.0,724000.0,-724000.0
Earnings before Tax,-22413000.0,-11011000.0,-16941000.0,-13151000.0
Income Tax Expense,0.0,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-22413000.0,-11011000.0,-16941000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-22413000.0,-11011000.0,-16941000.0,-13151000.0
EPS,-0.54,-1.09,-149.37,-0.33
EPS Diluted,-0.54,-1.09,-149.37,-0.33
Weighted Average Shs Out,44358000.0,39300823.0,35514000.0,35514000.0
Weighted Average Shs Out (Dil),41189177.0,10119569.0,113418.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,1.0,1.0,1.0,0.9443
EBITDA Margin,-181.212,-1.027,-15.48,
EBIT Margin,-184.2458,-1.0511,-15.6535,-5.5042
Profit Margin,-189.941,-1.133,-16.352,
Free Cash Flow margin,-165.9407,-2.1314,-5.2548,
EBITDA,-21383000.0,-9984000.0,-16037000.0,
EBIT,-21741000.0,-10216000.0,-16217000.0,-13144000.0
Consolidated Income,-22413000.0,-11011000.0,-16941000.0,
Earnings Before Tax Margin,-189.9407,-1.1329,-16.3523,-5.5071
Net Profit Margin,-189.9407,-1.1329,-16.3523,
