Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,71778000.0,63004000.0,,
Revenue Growth,0.139260999301632,0.0,0.0,
Cost of Revenue,0.0,0.0,,
Gross Profit,71778000.0,63004000.0,,
R&D Expenses,0.0,0.0,,
SG&A Expense,35291000.0,32542000.0,,
Operating Expenses,43422000.0,40473000.0,,
Operating Income,28356000.0,22531000.0,20709000.0,6872000.0
Interest Expense,0.0,0.0,,
Earnings before Tax,28356000.0,22531000.0,,
Income Tax Expense,5300000.0,8546000.0,5607000.0,4652000.0
Net Income - Non-Controlling int,0.0,0.0,,
Net Income - Discontinued ops,0.0,0.0,,
Net Income,23056000.0,13985000.0,,
Preferred Dividends,0.0,0.0,,
Net Income Com,23056000.0,13985000.0,15102000.0,13956000.0
EPS,3.43,2.16,2.09,1.94
EPS Diluted,3.41,2.14,2.09,1.94
Weighted Average Shs Out,7210246.0,7000000.0,7000000.0,
Weighted Average Shs Out (Dil),7210246.0,,,
Dividend per Share,0.0,0.0,,
Gross Margin,1.0,1.0,,
EBITDA Margin,0.423,0.39,,
EBIT Margin,0.3951,0.3576,,
Profit Margin,0.321,0.222,,
Free Cash Flow margin,0.2605,0.2636,,
EBITDA,30397000.0,24573000.0,,
EBIT,28356000.0,22531000.0,,
Consolidated Income,23056000.0,13985000.0,,
Earnings Before Tax Margin,0.3951,0.3576,,
Net Profit Margin,0.3212,0.222,,
