Date,2018-12-31,2017-12-31
Cash and cash equivalents,10000000.0,16800000.0
Short-term investments,0.0,0.0
Cash and short-term investments,10000000.0,16800000.0
Receivables,31500000.0,33900000.0
Inventories,0.0,0.0
Total current assets,47100000.0,56000000.0
Property Plant & Equipment Net,1800000.0,1700000.0
Goodwill and Intangible Assets,134300000.0,150500000.0
Long-term investments,0.0,0.0
Tax assets,6400000.0,2700000.0
Total non-current assets,147800000.0,155600000.0
Total assets,194900000.0,211600000.0
Payables,16400000.0,16000000.0
Short-term debt,0.0,0.0
Total current liabilities,44400000.0,42100000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,2400000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,11900000.0,6500000.0
Total liabilities,56300000.0,48600000.0
Other comprehensive income,-2200000.0,1600000.0
Retained earnings (deficit),0.0,
Total shareholders equity,138600000.0,163000000.0
Investments,0.0,0.0
Net Debt,-10000000.0,-16800000.0
Other Assets,5600000.0,5300000.0
Other Liabilities,28000000.0,26100000.0
