Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,207526000.0,165001000.0,110971000.0,69190000.0,32984000.0,4969000.0
Revenue Growth,0.257725710753268,0.48688396067441,0.603858939153057,1.09768372544264,5.63795532300262,
Cost of Revenue,52628000.0,40411000.0,27264000.0,17788000.0,7951000.0,625000.0
Gross Profit,154898000.0,124590000.0,83707000.0,51402000.0,25033000.0,4344000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,5435000.0,5021000.0,4272000.0,3803000.0,3447000.0,2420000.0
Operating Expenses,6366000.0,5946000.0,5051000.0,4398000.0,4073000.0,4496000.0
Operating Income,148532000.0,118644000.0,78656000.0,47004000.0,20960000.0,-152000.0
Interest Expense,37801000.0,24510000.0,16462000.0,9582000.0,3648000.0,353000.0
Earnings before Tax,39115000.0,84200000.0,69809000.0,18673000.0,5614000.0,-1927000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,39115000.0,84200000.0,69809000.0,18673000.0,5614000.0,-1927000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,39115000.0,84200000.0,69809000.0,18673000.0,5614000.0,-1927000.0
EPS,0.63,1.59,1.93,0.75,0.43,-0.64
EPS Diluted,0.63,1.59,1.93,0.75,0.43,-0.64
Weighted Average Shs Out,62568651.0,62207603.0,39796190.0,29153783.0,15679494.0,7376424.0
Weighted Average Shs Out (Dil),62533614.0,52997450.0,36152390.0,24830200.0,13091544.0,3016298.0
Dividend per Share,1.68,1.11,0.0,0.0,0.0,0.0
Gross Margin,0.7464,0.7551,0.7543,0.7429,0.7589,0.8742
EBITDA Margin,0.371,0.659,0.777,0.408,0.281,-0.317
EBIT Margin,0.3706,0.6588,0.7774,0.4084,0.2808,-0.3168
Profit Margin,0.188,0.51,0.629,0.27,0.17,-0.388
Free Cash Flow margin,0.1388,-2.3373,-2.8351,-5.6359,-12.9082,-41.8197
EBITDA,76916000.0,108710000.0,86271000.0,28255000.0,9262000.0,-1574000.0
EBIT,76916000.0,108710000.0,86271000.0,28255000.0,9262000.0,-1574000.0
Consolidated Income,39115000.0,84200000.0,69809000.0,18673000.0,5614000.0,-1927000.0
Earnings Before Tax Margin,0.1885,0.5103,0.6291,0.2699,0.1702,-0.3878
Net Profit Margin,0.1885,0.5103,0.6291,0.2699,0.1702,-0.3878
