Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,14070000000.0,14070000000.0,10404000000.0,10381000000.0,10647000000.0,10219000000.0,9989000000.0,9169000000.0,10499000000.0,10028000000.0,11252000000.0,10054000000.0,9616000000.0,8932000000.0
Revenue Growth,0,0.352364475201845,0.00221558616703593,-0.0249835634451019,0.0418827673940699,0.0230253278606467,0.0894317810011997,-0.126678731307744,0.0469684882329477,-0.108780661215784,0.119156554605132,0.0455490848585691,0.0765785938199731,0.0
Cost of Revenue,10817000000.0,9209000000.0,8208000000.0,6789000000.0,8489000000.0,6642000000.0,7795000000.0,5847000000.0,8244000000.0,6378000000.0,8607000000.0,1541000000.0,1507000000.0,8404000000.0
Gross Profit,3253000000.0,4861000000.0,2196000000.0,3592000000.0,2158000000.0,3577000000.0,2194000000.0,3322000000.0,2255000000.0,3650000000.0,2645000000.0,8513000000.0,8109000000.0,528000000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
SG&A Expense,1897000000.0,1897000000.0,1153000000.0,1088000000.0,1190000000.0,1063000000.0,1078000000.0,875000000.0,1067000000.0,940000000.0,1525000000.0,1009000000.0,862000000.0,1274000000.0
Operating Expenses,1929000000.0,3504000000.0,1153000000.0,2457000000.0,1190000000.0,2566000000.0,1078000000.0,2152000000.0,1067000000.0,2437000000.0,1525000000.0,1009000000.0,862000000.0,1275000000.0
Operating Income,1324000000.0,1357000000.0,1043000000.0,1135000000.0,968000000.0,1011000000.0,1116000000.0,1170000000.0,1188000000.0,1213000000.0,1120000000.0,1108000000.0,1133000000.0,1303000000.0
Interest Expense,381000000.0,381000000.0,355000000.0,293000000.0,363000000.0,289000000.0,360000000.0,283000000.0,387000000.0,312000000.0,373000000.0,432000000.0,427000000.0,647000000.0
Earnings before Tax,883000000.0,,1523000000.0,,1852000000.0,,1253000000.0,,836000000.0,,580000000.0,1985000000.0,939000000.0,1826000000.0
Income Tax Expense,60000000.0,60000000.0,-964000000.0,-3000000.0,598000000.0,297000000.0,342000000.0,304000000.0,258000000.0,306000000.0,130000000.0,394000000.0,352000000.0,-379000000.0
