Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,88756000.0,71583000.0,56230000.0,48844000.0,34322000.0,23768000.0,21181000.0,16229000.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,148646000.0,154585000.0,108445000.0,89160000.0,59339000.0,44160000.0,19307000.0,11473000.0
Capital Expenditure,-117000.0,-849000.0,-846000.0,-1526000.0,6000.0,215000.0,-52000.0,-137276000.0
Acquisitions and disposals,-15376000.0,-94008000.0,-13106000.0,-44962000.0,-121952000.0,-55683000.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-15493000.0,-94857000.0,-13952000.0,-46488000.0,-121946000.0,-55468000.0,-52000.0,-138104000.0
Issuance (repayment) of debt,-58036000.0,-180818000.0,-30184000.0,-110538000.0,-40995000.0,-86998000.0,-28083000.0,139133000.0
Issuance (buybacks) of shares,-4000.0,120946000.0,0.0,114333000.0,147023000.0,168313000.0,0.0,0.0
Dividend payments,-79336000.0,-68970000.0,-60161000.0,-53370000.0,-36637000.0,-13163000.0,0.0,0.0
Financing Cash Flow,-137376000.0,-41378000.0,-90345000.0,-49575000.0,64768000.0,38890000.0,-21156000.0,126445000.0
Effect of forex changes on cash,-169000.0,90000.0,-57000.0,-270000.0,-251000.0,-33000.0,-1000.0,0.0
Net cash flow / Change in cash,-4392000.0,18440000.0,4091000.0,-7173000.0,1910000.0,27549000.0,-1902000.0,-186000.0
Free Cash Flow,148529000.0,153736000.0,107599000.0,87634000.0,59345000.0,44375000.0,19255000.0,-125803000.0
Net Cash/Marketcap,-1.4111,-1.2873,-1.2873,-1.2873,-1.2873,-1.2873,-1.2873,-1.2873
