Date,2018-12-31,2017-12-31
Cash and cash equivalents,108928000.0,61293000.0
Short-term investments,0.0,0.0
Cash and short-term investments,108928000.0,61293000.0
Receivables,16623000.0,7517000.0
Inventories,8934000.0,2915000.0
Total current assets,145442000.0,75859000.0
Property Plant & Equipment Net,5837000.0,2059000.0
Goodwill and Intangible Assets,20863000.0,2652000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,34811000.0,6186000.0
Total assets,180253000.0,82045000.0
Payables,6377000.0,3253000.0
Short-term debt,0.0,0.0
Total current liabilities,24436000.0,12534000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,8776000.0,5013000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,10694000.0,3902000.0
Total liabilities,35130000.0,16436000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-113613000.0,-80231000.0
Total shareholders equity,-91806000.0,-66408000.0
Investments,0.0,0.0
Net Debt,-108928000.0,-61293000.0
Other Assets,10957000.0,4134000.0
Other Liabilities,18059000.0,9281000.0
