Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Operating Cash Flow,634000.0,661919.0,751506.0,708142.0,1888690.0,2815576.0,2722141.0,3816713.0,3187776.0,2640561.0,3818752.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Issuance (buybacks) of shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Dividend payments,-694384.0,-552206.0,-683026.0,-2228362.0,-2776358.0,-2813666.0,-3990054.0,-2985270.0,2535957.0,,4435937.0
Financing Cash Flow,-652000.0,-694384.0,-552206.0,-683026.0,-2228362.0,-2776358.0,-2813666.0,-3990054.0,-2985270.0,2535957.0,4435937.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Net cash flow / Change in cash,-18000.0,-32465.0,199300.0,25116.0,-339672.0,39218.0,-91525.0,-173341.0,202506.0,104604.0,-617185.0
Free Cash Flow,661919.0,751506.0,708142.0,1888690.0,2815576.0,2722141.0,3816713.0,3187776.0,2640561.0,,3818752.0
Net Cash/Marketcap,0.2149,0.1047,0.1359,0.0987,0.0458,0.0346,0.0333,0.0249,0.033,0.0369,0.0294
