Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,,,,,,,
Stock-based compensation,478000.0,700000.0,1995000.0,483000.0,1936000.0,1437000.0,9000.0
Operating Cash Flow,-9382000.0,-9192000.0,-10606000.0,-9781000.0,-12572000.0,-6292000.0,-4281000.0
Capital Expenditure,-44000.0,-58000.0,-279000.0,-210000.0,-1202000.0,-102000.0,-53000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-44000.0,-58000.0,-279000.0,-210000.0,-1202000.0,-102000.0,3097000.0
Issuance (repayment) of debt,0.0,-815000.0,-100000.0,-100000.0,0.0,18887000.0,950000.0
Issuance (buybacks) of shares,12451000.0,9486000.0,7579000.0,12780000.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,-80000.0,-80000.0,0.0,0.0,0.0
Financing Cash Flow,12451000.0,8671000.0,7226000.0,12780000.0,0.0,25887000.0,950000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,3025000.0,-579000.0,-3659000.0,2789000.0,-13774000.0,19493000.0,-234000.0
Free Cash Flow,-9426000.0,-9250000.0,-10885000.0,-9991000.0,-13774000.0,-6394000.0,-4334000.0
Net Cash/Marketcap,,,,,,,
