Date,2018-12-31,2017-12-31,2016-12-31
Revenue,442500000.0,347400000.0,264100000.0
Revenue Growth,0.273747841105354,0.315410829231352,
Cost of Revenue,262000000.0,198600000.0,175800000.0
Gross Profit,180500000.0,148800000.0,88300000.0
R&D Expenses,3800000.0,3100000.0,3100000.0
SG&A Expense,21100000.0,13400000.0,12000000.0
Operating Expenses,27300000.0,47300000.0,29300000.0
Operating Income,153200000.0,101500000.0,59000000.0
Interest Expense,300000.0,0.0,900000.0
Earnings before Tax,153100000.0,70100000.0,54500000.0
Income Tax Expense,27000000.0,27900000.0,7400000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,126100000.0,42200000.0,47100000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,126100000.0,42200000.0,47100000.0
EPS,0.99,0.34,0.38
EPS Diluted,0.99,0.34,0.38
Weighted Average Shs Out,127677000.0,143000000.0,143000000.0
Weighted Average Shs Out (Dil),127677000.0,123000000.0,123000000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.40790960452,0.4283,0.3343
EBITDA Margin,0.386440677966,0.248,0.266
EBIT Margin,0.346214689266,0.2018,0.2098
Profit Margin,0.284971751412,0.121,0.178
Free Cash Flow margin,0.041581920904,0.0276,0.0958
EBITDA,171000000.0,86000000.0,70200000.0
EBIT,153200000.0,70100000.0,55400000.0
Consolidated Income,126100000.0,42200000.0,47100000.0
Earnings Before Tax Margin,0.345988700565,0.2018,0.2064
Net Profit Margin,0.284971751412,0.1215,0.1783
