Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Depreciation & Amortization,4870.0,2627.0,85271.0,54819.0,9256.0
Stock-based compensation,1213996.0,517999.0,704452.0,1207110.0,1977362.0
Operating Cash Flow,-10497854.0,-6002078.0,-6466335.0,-13143745.0,-16226728.0
Capital Expenditure,0.0,-12391.0,-49690.0,-562256.0,-23326.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,-12391.0,-49690.0,-562256.0,-23326.0
Issuance (repayment) of debt,-285170.0,8500.0,-273670.0,-263752.0,-293625.0
Issuance (buybacks) of shares,17760635.0,0.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,17475465.0,6542900.0,-273670.0,-263752.0,13155663.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,6977611.0,528431.0,-6789695.0,-13969753.0,-3094391.0
Free Cash Flow,-10497854.0,-6014469.0,-6516025.0,-13706001.0,-16250054.0
Net Cash/Marketcap,0.1463,-0.0509,0.1452,0.3002,0.3355
