Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,524700000.0,470100000.0,291300000.0,326500000.0,182400000.0,147800000.0,114800000.0
Revenue Growth,0.116145500957243,0.613800205973223,-0.10781010719755,0.790021929824561,0.234100135317997,0.287456445993031,
Cost of Revenue,315500000.0,244400000.0,111900000.0,98200000.0,64500000.0,64000000.0,46000000.0
Gross Profit,209200000.0,225700000.0,179400000.0,228300000.0,117900000.0,83800000.0,68800000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,7800000.0,10100000.0,8100000.0,10200000.0,3200000.0,15200000.0,10400000.0
Operating Expenses,-3000000.0,25600000.0,18900000.0,30500000.0,16600000.0,13200000.0,21700000.0
Operating Income,212200000.0,200100000.0,160500000.0,197800000.0,101300000.0,70600000.0,47100000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,482800000.0,391900000.0,265400000.0,272800000.0,108600000.0,70600000.0,47100000.0
Income Tax Expense,400000.0,100000.0,0.0,-100000.0,200000.0,100000.0,100000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,464100000.0,295300000.0,244900000.0,167100000.0,13400000.0,70500000.0,47000000.0
Preferred Dividends,134400000.0,64600000.0,25000000.0,5000000.0,0.0,0.0,0.0
Net Income Com,464100000.0,295300000.0,244900000.0,167100000.0,13400000.0,70500000.0,47000000.0
EPS,1.5,1.28,1.32,1.13,0.1,,
EPS Diluted,1.5,1.28,1.32,1.13,0.1,,
Weighted Average Shs Out,121300000.0,184100000.0,80400000.0,51900000.0,46000000.0,,
Weighted Average Shs Out (Dil),121300000.0,184100000.0,80400000.0,51900000.0,46000000.0,,
Dividend per Share,0.0601813685078,0.0483432916893,0.252487562189,0.0,0.0,0.0,0.0
Gross Margin,0.398704021346,0.480110614763,0.615859938208,0.699234303216,0.646381578947,0.567,0.5993
EBITDA Margin,0.49190013341,0.521378430121,0.632337796087,0.671975497703,0.618969298246,0.57,0.461
EBIT Margin,0.404421574233,0.425654116146,0.550978372812,0.605819295559,0.555372807018,0.4777,0.4103
Profit Margin,0.884505431675,0.628164220379,0.840714040508,0.511791730475,0.0734649122807,0.477,0.409
Free Cash Flow margin,0.875166761959,0.796426292278,0.908685204257,0.816232771822,0.321271929825,-0.2294,0.4094
EBITDA,258100000.0,245100000.0,184200000.0,219400000.0,112900000.0,84300000.0,52900000.0
EBIT,212200000.0,200100000.0,160500000.0,197800000.0,101300000.0,70600000.0,47100000.0
Consolidated Income,464100000.0,295300000.0,244900000.0,167100000.0,13400000.0,70500000.0,47000000.0
Earnings Before Tax Margin,0.920144844673,0.83365241438,0.911088225197,0.835528330781,0.595394736842,0.4777,0.4103
Net Profit Margin,0.884505431675,0.628164220379,0.840714040508,0.511791730475,0.0734649122807,0.477,0.4094
