Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,156000.0,459000.0,672000.0,495000.0,248000.0,320000.0
Stock-based compensation,1771000.0,2007000.0,2160000.0,1658000.0,897000.0,343000.0
Operating Cash Flow,-23465000.0,-26836000.0,-32858000.0,-29793000.0,-20412000.0,-16366000.0
Capital Expenditure,0.0,57000.0,459000.0,421000.0,-228000.0,-43000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-21905000.0,14883000.0,-15490000.0,-421000.0,-228000.0,-43000.0
Issuance (repayment) of debt,-2848000.0,-3333000.0,-3333000.0,-833000.0,4716000.0,0.0
Issuance (buybacks) of shares,-6894000.0,-16369000.0,-12993000.0,-62780000.0,118000.0,27000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,44295000.0,4726000.0,9164000.0,78326000.0,4834000.0,41449000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-1075000.0,-7227000.0,-39184000.0,48112000.0,-15806000.0,25040000.0
Free Cash Flow,-23465000.0,-26893000.0,-33317000.0,-30214000.0,-20640000.0,-16409000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.4256,0.4256
