Date,2018-12-31,2017-12-31
Depreciation & Amortization,1248000.0,761000.0
Stock-based compensation,216000.0,197000.0
Operating Cash Flow,-19924000.0,-16368000.0
Capital Expenditure,-58000.0,-101000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-1558000.0,-101000.0
Issuance (repayment) of debt,23431000.0,11602000.0
Issuance (buybacks) of shares,5000.0,2000.0
Dividend payments,0.0,0.0
Financing Cash Flow,27414000.0,26335000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,5932000.0,9866000.0
Free Cash Flow,-19982000.0,-16469000.0
Net Cash/Marketcap,-0.0877,-0.0877
