Date,2018-12-31,2017-12-31
Depreciation & Amortization,9290000.0,5634000.0
Stock-based compensation,3758000.0,1853000.0
Operating Cash Flow,-47195000.0,-38574000.0
Capital Expenditure,-19116000.0,-14120000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,-14807000.0,2817000.0
Investing Cash flow,-33923000.0,-11303000.0
Issuance (repayment) of debt,9228000.0,-1250000.0
Issuance (buybacks) of shares,614000.0,212000.0
Dividend payments,0.0,0.0
Financing Cash Flow,106085000.0,46719000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,24967000.0,-3158000.0
Free Cash Flow,-66311000.0,-52694000.0
Net Cash/Marketcap,0.0064,0.0064
