Date,2019-01-31,2018-01-31
Cash and cash equivalents,1542514.0,10502789.0
Short-term investments,0.0,0.0
Cash and short-term investments,1542514.0,10502789.0
Receivables,16109035.0,12308911.0
Inventories,0.0,0.0
Total current assets,32880782.0,35954282.0
Property Plant & Equipment Net,14211018.0,13170218.0
Goodwill and Intangible Assets,9502981.0,6715239.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,26380718.0,21182037.0
Total assets,59261500.0,57136319.0
Payables,4159994.0,2202611.0
Short-term debt,1966565.0,2829107.0
Total current liabilities,27929076.0,24983355.0
Long-term debt,30318932.0,20105247.0
Total debt,32285497.0,22934354.0
Deferred revenue,6487910.0,4886459.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,35816559.0,23545286.0
Total liabilities,63745635.0,48528641.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-210993851.0,-167719336.0
Total shareholders equity,-210973904.0,-167683335.0
Investments,0.0,0.0
Net Debt,30742983.0,12431565.0
Other Assets,15229233.0,13142582.0
Other Liabilities,21802517.0,19951637.0
