Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,1140229.8851,1278511.4046,1310526.3158,521172.6384,152542.3729,33012.3796
Stock-based compensation,6221839.0805,4830732.2929,2583157.8947,1315960.9121,782082.3245,56396.1486
Operating Cash Flow,-32750574.7126,-41957983.1933,-36022105.2632,-26310532.0304,-17502421.3075,-3207702.8886
Capital Expenditure,-358620.6897,-145258.1032,-2672631.5789,-1407166.1238,-1342615.0121,-188445.6671
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-358620.6897,-145258.1032,-2672631.5789,-1437567.861,-1492736.0775,-188445.6671
Issuance (repayment) of debt,1604597.7011,1141656.6627,373684.2105,1743756.7861,1976997.5787,4574965.6121
Issuance (buybacks) of shares,97771264.3678,30839135.6543,2105.2632,15200.8686,143159806.2954,4158184.3191
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,99375862.069,31980792.3169,375789.4737,1758957.6547,145136803.8741,8733149.9312
Effect of forex changes on cash,-196551.7241,-3204081.6327,776842.1053,6585233.4419,5343825.6659,0.0
Net cash flow / Change in cash,66266666.6667,-10122448.9796,-38318947.3684,-25989142.2367,126141646.4891,5337001.3755
Free Cash Flow,-33109195.4023,-42103241.2965,-38694736.8421,-27717698.1542,-18845036.3196,-3396148.5557
Net Cash/Marketcap,0.162,0.1101,0.1101,0.1101,0.1101,0.1101
