Date,2019-01-31,2018-01-31
Revenue,117823000.0,79630000.0
Revenue Growth,0.479630792414919,0.0
Cost of Revenue,17255000.0,12717000.0
Gross Profit,100568000.0,66913000.0
R&D Expenses,38858000.0,33532000.0
SG&A Expense,104031000.0,71697000.0
Operating Expenses,142889000.0,105229000.0
Operating Income,-42321000.0,-38316000.0
Interest Expense,0.0,702000.0
Earnings before Tax,-40040000.0,-37965000.0
Income Tax Expense,701000.0,184000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-40741000.0,-38149000.0
Preferred Dividends,0.0,0.0
Net Income Com,-40741000.0,-38149000.0
EPS,-1.9,-1.91
EPS Diluted,-1.9,-1.91
Weighted Average Shs Out,73611000.0,73611000.0
Weighted Average Shs Out (Dil),21410000.0,19986000.0
Dividend per Share,0.0,0.0
Gross Margin,0.8536,0.8403
EBITDA Margin,-0.325,-0.451
EBIT Margin,-0.3398,-0.468
Profit Margin,-0.346,-0.479
Free Cash Flow margin,-0.0826,-0.159
EBITDA,-38348000.0,-35917000.0
EBIT,-40040000.0,-37263000.0
Consolidated Income,-40741000.0,-38149000.0
Earnings Before Tax Margin,-0.3398,-0.4768
Net Profit Margin,-0.3458,-0.4791
