Date,2019-03-31,2018-03-31,2017-03-31
Depreciation & Amortization,699538.0,137173.0,142969.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,6544879.0,12933949.0,11315307.0
Capital Expenditure,-277158.0,-157966.0,-1096748.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-277158.0,-157966.0,-1096748.0
Issuance (repayment) of debt,-356523.0,-671871.0,-8425015.0
Issuance (buybacks) of shares,627628.0,221421.0,0.0
Dividend payments,0.0,-8330683.0,0.0
Financing Cash Flow,271105.0,-8781133.0,-8425015.0
Effect of forex changes on cash,-622883.0,620648.0,-211489.0
Net cash flow / Change in cash,5915943.0,4615498.0,1582055.0
Free Cash Flow,6267721.0,12775983.0,10218559.0
Net Cash/Marketcap,,,
