Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,332000.0,691000.0,671000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-683000.0,327000.0,1682000.0
Capital Expenditure,1187000.0,-522000.0,-480000.0
Acquisitions and disposals,-0.0,0.0,0.0
Investment purchases and sales,7479000.0,-11053000.0,-24486000.0
Investing Cash flow,-16909000.0,-11575000.0,-24462000.0
Issuance (repayment) of debt,-0.0,-14443000.0,17464000.0
Issuance (buybacks) of shares,-7923000.0,0.0,0.0
Dividend payments,-0.0,0.0,0.0
Financing Cash Flow,13018000.0,15966000.0,23367000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,-4574000.0,4718000.0,587000.0
Free Cash Flow,-1870000.0,-195000.0,1202000.0
Net Cash/Marketcap,0.0,,
