Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,712000.0,332000.0,270000.0
Stock-based compensation,1023000.0,515000.0,
Operating Cash Flow,-26078000.0,-1415000.0,-11298000.0
Capital Expenditure,-1186000.0,-1113000.0,-244000.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-1186000.0,-1113000.0,-244000.0
Issuance (repayment) of debt,0.0,0.0,
Issuance (buybacks) of shares,-575000.0,1000.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,25430000.0,57876000.0,16817000.0
Effect of forex changes on cash,-2449000.0,2913000.0,-1806000.0
Net cash flow / Change in cash,-4283000.0,58261000.0,3469000.0
Free Cash Flow,-27264000.0,-2528000.0,
Net Cash/Marketcap,,,
