Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,20168000.0,18153000.0,13383000.0,5320000.0
Stock-based compensation,2852000.0,1474000.0,674000.0,166000.0
Operating Cash Flow,24441000.0,22127000.0,14929000.0,2971000.0
Capital Expenditure,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-53508000.0,-147554000.0,-117087000.0,-140640000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,8180000.0,107038000.0,85237000.0,125468000.0
Dividend payments,-29375000.0,-24432000.0,-17783000.0,-3928000.0
Financing Cash Flow,29329000.0,125989000.0,101708000.0,139685000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,262000.0,562000.0,-450000.0,2016000.0
Free Cash Flow,24441000.0,22127000.0,14929000.0,2971000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0
