Date,2018-12-31,2017-12-31,2016-12-31,2016-09-28,2015-12-31,2015-09-28,2014-12-31,2014-09-28,2013-12-31
Revenue,8965000000.0,6842000000.0,3018000000.0,,8891000000.0,,9448000000.0,,8788000000.0
Revenue Growth,0.310289389067524,1.26706428098078,0.0,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,3272000000.0,3636000000.0,5068000000.0,,4528000000.0,,4612000000.0,,5023000000.0
Gross Profit,5693000000.0,3206000000.0,-2050000000.0,4836000000.0,-2050000000.0,4836000000.0,4363000000.0,3765000000.0,4363000000.0
R&D Expenses,0.0,0.0,0.0,,0.0,,0.0,,0.0
SG&A Expense,289000000.0,287000000.0,371000000.0,,781000000.0,,1109000000.0,,123000000.0
Operating Expenses,2575000000.0,2483000000.0,2655000000.0,3308000000.0,2655000000.0,3308000000.0,2901000000.0,2401000000.0,2901000000.0
Operating Income,989000000.0,-615000000.0,-4705000000.0,1528000000.0,-4705000000.0,1528000000.0,1462000000.0,1364000000.0,1462000000.0
Interest Expense,7081000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,989000000.0,-615000000.0,-4705000000.0,,1462000000.0,,1528000000.0,,1364000000.0
Income Tax Expense,119000000.0,-237000000.0,-1766000000.0,,343000000.0,,369000000.0,,333000000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,865000000.0,-378000000.0,-2939000000.0,,1119000000.0,,1159000000.0,,1031000000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,865000000.0,-378000000.0,-2939000000.0,,1119000000.0,,1159000000.0,,1031000000.0
EPS,7.24,-3.16,-24.54,,9.34,,,,
EPS Diluted,7.21,-3.16,-24.54,,9.34,,,,
Weighted Average Shs Out,119386280.0,119773106.0,119773106.0,,119773106.0,,,,
Weighted Average Shs Out (Dil),119827478.0,119773106.0,119773106.0,,119773106.0,,,,
Dividend per Share,3.33813251081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.635025097602,0.468576439638,-0.6793,,0.4907,,0.5119,,0.4284
EBITDA Margin,0.141773563859,-0.0470622624963,-1.553,0.165,-1.553,0.165,0.167,0.16,0.167
EBIT Margin,0.110317902956,-0.0898859982461,-1.559,,0.1644,,0.1617,,0.1552
Profit Margin,0.0964863357501,-0.0552470038001,-0.974,0.123,-0.974,0.123,0.126,0.117,0.126
Free Cash Flow margin,0.341550474066,0.496346097632,1.2379,,0.5209,,0.5674,,0.5022
EBITDA,1271000000.0,-322000000.0,-4688000000.0,,1488000000.0,,1560000000.0,,1404000000.0
EBIT,989000000.0,-615000000.0,-4705000000.0,1528000000.0,-4705000000.0,1528000000.0,1462000000.0,1364000000.0,1462000000.0
Consolidated Income,865000000.0,-378000000.0,-2939000000.0,,1119000000.0,,1159000000.0,,1031000000.0
Earnings Before Tax Margin,0.110317902956,-0.0898859982461,-1.559,,0.1644,,0.1617,,0.1552
Net Profit Margin,0.0964863357501,-0.0552470038001,-0.9738,,0.1259,,0.1227,,0.1173
