Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30
Depreciation & Amortization,0.0,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0,0.0
Operating Cash Flow,-19356097.8873,-12127425.1852,-6582710.7692,-5911062.5465
Capital Expenditure,-1263809.8592,-369443.7037,-332763.0769,-35628.4438
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,482951.5385,0.0
Investing Cash flow,-1263809.8592,-369443.7037,150188.4615,-35628.4438
Issuance (repayment) of debt,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,32034996.4789,22044861.4815,6960078.4615,7465066.2695
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,29082518.3099,20692533.3333,6337022.3077,6970089.3522
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,8462610.5634,8195664.4444,-95500.0,1023398.3619
Free Cash Flow,-20619907.7465,-12496868.8889,-6915473.8462,-5946690.9903
Net Cash/Marketcap,,,,
