Date,2017-12-31,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2012-12,2011-12-31
Revenue,56006000.0,57542000.0,779000000.0,92500000.0,518000000.0,1838000.0,286000000.0,143700000.0,142000000.0,107487000.0,107000000.0,88982000.0
Revenue Growth,-0.0266935455840951,-0.92613350449294,7.42162162162162,-0.821428571428571,280.828073993471,-0.993573426573427,0.990257480862909,0.0119718309859155,0.321089992278136,0.00455140186915888,0.202490391315097,0.0
Cost of Revenue,0.0,0.0,638000000.0,0.0,480000000.0,0.0,266000000.0,258000.0,133000000.0,1193000.0,111000000.0,0.0
Gross Profit,0.0,0.0,141000000.0,0.0,38000000.0,0.0,20000000.0,143442000.0,8000000.0,106294000.0,-4000000.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
SG&A Expense,106391000.0,100219000.0,100000000.0,16900000.0,17000000.0,15941000.0,16000000.0,15975000.0,16000000.0,16148000.0,16000000.0,-17502000.0
Operating Expenses,106391000.0,100219000.0,100000000.0,16900000.0,17000000.0,15941000.0,16000000.0,15975000.0,16000000.0,16148000.0,16000000.0,-17502000.0
Operating Income,18332000.0,37586000.0,41000000.0,12386000.0,21000000.0,-1603000.0,4000000.0,-8272000.0,-8000000.0,-87683000.0,-20000000.0,-165704000.0
Interest Expense,10618000.0,3667000.0,4000000.0,9039000.0,9000000.0,5805000.0,6000000.0,2830000.0,3000000.0,7973000.0,8000000.0,-9516000.0
Earnings before Tax,18332000.0,37586000.0,38000000.0,12386000.0,12000000.0,-1603000.0,-2000000.0,-8272000.0,-8000000.0,-87683000.0,-88000000.0,-165704000.0
Income Tax Expense,40268000.0,-109521000.0,-110000000.0,436000.0,0000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,473000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-21936000.0,147107000.0,147000000.0,11950000.0,12000000.0,-1932000.0,-2000000.0,-9477000.0,-9000000.0,-90235000.0,-90000000.0,-165881000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,11894000.0,,0.0,,0.0
Net Income Com,-21936000.0,147107000.0,147000000.0,11950000.0,12000000.0,-1932000.0,-2000000.0,-9477000.0,-9000000.0,-90235000.0,-90000000.0,-165881000.0
EPS,-0.98,6.58,6.58,0.54,0.54,-0.09,-0.09,-1.34,-1.34,-7.19,-7.19,-13.33
EPS Diluted,-0.98,5.66,5.66,0.54,0.54,-0.09,-0.09,-1.34,-1.34,-7.19,-7.19,-13.33
Weighted Average Shs Out,22493000.0,22346000.0,22000000.0,22010201.0,22000000.0,21945491.0,22000000.0,15935701.0,16000000.0,12557416.0,13000000.0,0.0
Weighted Average Shs Out (Dil),22493000.0,26509000.0,27000000.0,22130384.0,22000000.0,21945491.0,22000000.0,15935701.0,16000000.0,12557416.0,13000000.0,0.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Margin,0.0,0.0,0.18100128369705,0.0,0.073359073359073,0.0,0.06993006993007,0.998204592902,0.056338028169014,0.988900983375,-0.037383177570093,0.0
EBITDA Margin,0.450469592544,0.763859441799,0.061617458279846,0.173827027027,0.048262548262548,0.905331882481,0.024475524475524,-0.0380514961726,-0.02112676056338,-0.774772763218,-0.70093457943925,-1.81994111169
EBIT Margin,0.327322072635,0.653192450732,0.052631578947368,0.133902702703,0.040540540540541,-0.872143634385,0.013986013986014,-0.0575643702157,-0.042253521126761,-0.81575446333,-0.76635514018692,-1.86221932526
Profit Margin,-0.391672320823,2.55651524104,0.18870346598203,0.129189189189,0.023166023166023,-1.05114254625,-0.006993006993007,-0.0659498956159,-0.063380281690141,-0.839496869389,-0.8411214953271,-1.86420849161
Free Cash Flow margin,0.579366496447,1.25332800389,,-0.650659459459,,-45.2796517954,,-0.4416144746,,-0.490608166569,,-0.206772156166
EBITDA,25229000.0,43954000.0,48000000.0,16079000.0,25000000.0,1664000.0,7000000.0,-5468000.0,-3000000.0,-83278000.0,-75000000.0,-161942000.0
EBIT,18332000.0,37586000.0,41000000,12386000.0,21000000,-1603000.0,4000000,-8272000.0,-6000000,-87683000.0,-82000000,-165704000.0
Consolidated Income,-21936000.0,147107000.0,147000000.0,11950000.0,12000000.0,-1932000.0,-2000000.0,-9477000.0,-9000000.0,-90235000.0,-90000000.0,-165881000.0
Earnings Before Tax Margin,0.327322072635,0.653192450732,0.048780487804878,0.133902702703,0.023166023166023,-0.872143634385,-0.006993006993007,-0.0575643702157,-0.056338028169014,-0.81575446333,-0.82242990654206,-1.86221932526
Net Profit Margin,-0.391672320823,2.55651524104,0.18870346598203,0.129189189189,0.023166023166023,-1.05114254625,-0.006993006993007,-0.0659498956159,-0.063380281690141,-0.839496869389,-0.8411214953271,-1.86420849161
