Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,78266000.0,28677000.0,2728000.0
Short-term investments,0.0,0.0,
Cash and short-term investments,78266000.0,28677000.0,2728000.0
Receivables,0.0,45000.0,1497000.0
Inventories,0.0,0.0,0.0
Total current assets,76243000.0,28551000.0,4363000.0
Property Plant & Equipment Net,4693000.0,1975000.0,513000.0
Goodwill and Intangible Assets,0.0,0.0,
Long-term investments,0.0,0.0,114000.0
Tax assets,0.0,0.0,
Total non-current assets,9082000.0,2196000.0,
Total assets,85325000.0,30747000.0,4990000.0
Payables,3442000.0,864000.0,872000.0
Short-term debt,0.0,0.0,
Total current liabilities,11301000.0,3854000.0,1210000.0
Long-term debt,14831000.0,14810000.0,4951000.0
Total debt,14831000.0,14810000.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,17042000.0,18078000.0,
Total liabilities,28343000.0,21932000.0,6251000.0
Other comprehensive income,0.0,0.0,
Retained earnings (deficit),-106228000.0,-44484000.0,-16938000.0
Total shareholders equity,-96244000.0,-43679000.0,-16929000.0
Investments,0.0,0.0,
Net Debt,-63435000.0,-13867000.0,
Other Assets,-2023000.0,-171000.0,
Other Liabilities,7859000.0,2990000.0,
