Date,2018-12-31,2017-12-31,2016-12-31
Revenue,10883000.0,6484000.0,7015000.0
Revenue Growth,0.678439235040099,-0.0756949394155381,
Cost of Revenue,0.0,0.0,
Gross Profit,10883000.0,6484000.0,6315000.0
R&D Expenses,45122000.0,20324000.0,9102000.0
SG&A Expense,13673000.0,8016000.0,15143000.0
Operating Expenses,58795000.0,28458000.0,
Operating Income,-47912000.0,-21974000.0,-8828000.0
Interest Expense,0.0,0.0,
Earnings before Tax,-46037000.0,-21102000.0,-8256000.0
Income Tax Expense,0.0,0.0,5000.0
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-46037000.0,-21102000.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-46037000.0,-21102000.0,-8251000.0
EPS,-2.92,-1.33,-0.17
EPS Diluted,-2.92,-1.33,-0.17
Weighted Average Shs Out,49030259.0,49029000.0,49029000.0
Weighted Average Shs Out (Dil),15775541.0,15906793.0,
Dividend per Share,0.0,0.0,
Gross Margin,1.0,1.0,0.9002
EBITDA Margin,-4.014,-3.033,
EBIT Margin,-4.2302,-3.2545,
Profit Margin,-4.23,-3.254,
Free Cash Flow margin,-6.1919,-4.578,
EBITDA,-43683000.0,-19667000.0,
EBIT,-46037000.0,-21102000.0,
Consolidated Income,-46037000.0,-21102000.0,
Earnings Before Tax Margin,-4.2302,-3.2545,-1.1769
Net Profit Margin,-4.2302,-3.2545,
