Date,2018-12-31,2017-12-31
Cash and cash equivalents,73889000.0,407000.0
Short-term investments,0.0,0.0
Cash and short-term investments,73889000.0,407000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,74095000.0,1338000.0
Property Plant & Equipment Net,10546000.0,2942000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,11676000.0,3002000.0
Total assets,85771000.0,4340000.0
Payables,1263000.0,1673000.0
Short-term debt,0.0,0.0
Total current liabilities,4229000.0,2785000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,5542000.0,233000.0
Total liabilities,9771000.0,3018000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-68124000.0,-35536000.0
Total shareholders equity,-63670000.0,-33265000.0
Investments,0.0,0.0
Net Debt,-73889000.0,-407000.0
Other Assets,206000.0,931000.0
Other Liabilities,2966000.0,1112000.0
