Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,693000000.0,2046000000.0,938000000.0,1919000000.0
Short-term investments,0.0,0.0,563000000.0,471000000.0
Cash and short-term investments,693000000.0,2046000000.0,1501000000.0,2390000000.0
Receivables,1087000000.0,582000000.0,612000000.0,567000000.0
Inventories,412000000.0,253000000.0,285000000.0,428000000.0
Total current assets,3435000000.0,2673000000.0,2473000000.0,3450000000.0
Property Plant & Equipment Net,14612000000.0,4820000000.0,4443000000.0,9349000000.0
Goodwill and Intangible Assets,4561000000.0,4437000000.0,1907000000.0,1179000000.0
Long-term investments,1381000000.0,1240000000.0,1778000000.0,1479000000.0
Tax assets,1336000000.0,710000000.0,,
Total non-current assets,22589000000.0,11927000000.0,,
Total assets,26024000000.0,14600000000.0,14045000000.0,15658000000.0
Payables,945000000.0,473000000.0,479000000.0,514000000.0
Short-term debt,530000000.0,44000000.0,73000000.0,1441000000.0
Total current liabilities,3625000000.0,1351000000.0,1504000000.0,2812000000.0
Long-term debt,10874000000.0,4379000000.0,4577000000.0,31671000000.0
Total debt,11404000000.0,4423000000.0,,
Deferred revenue,0.0,0.0,,
Tax Liabilities,622000000.0,527000000.0,,
Deposit Liabilities,0.0,0.0,,
Total non-current liabilities,14532000000.0,6907000000.0,,
Total liabilities,18157000000.0,8258000000.0,7448000000.0,38542000000.0
Other comprehensive income,-22000000.0,-17000000.0,,
Retained earnings (deficit),-1449000000.0,-1410000000.0,-1155000000.0,0.0
Total shareholders equity,7863000000.0,6342000000.0,6597000000.0,-22884000000.0
Investments,1381000000.0,1240000000.0,0.0,0.0
Net Debt,10711000000.0,2377000000.0,3712000000.0,31193000000.0
Other Assets,1243000000.0,-208000000.0,75000000.0,65000000.0
Other Liabilities,2150000000.0,834000000.0,952000000.0,857000000.0
