Date,2018-10-31,2018-10,2017-10-31,2017-10,2016-10-31,2016-10,2015-10-31,2015-10,2014-10-31,2014-10,2013-10-31,2012-10-31,2011-10-31
Depreciation & Amortization,28324000.0,28000000.0,26512000.0,27000000.0,23025000.0,23000000.0,22435000.0,22000000.0,19249000.0,19000000.0,17816000.0,16721000.0,15292000.0
Stock-based compensation,4394000.0,4000000.0,4156000.0,4000000.0,4426000.0,4000000.0,4121000.0,4000000.0,4088000.0,4000000.0,4073000.0,3824000.0,0.0
Operating Cash Flow,71584000.0,72000000.0,62995000.0,63000000.0,60062000.0,60000000.0,51100000.0,51000000.0,50915000.0,51000000.0,50952000.0,52504000.0,46713000.0
Capital Expenditure,0.0,-8000000.0,0.0,-10000000.0,0.0,-21000000.0,0.0,-12000000.0,0.0,-19000000.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Investment purchases and sales,-120000.0,-4000000,0.0,-31000000,0.0,-72000000,-3363000.0,-136000000,0.0,-82000000,-18000.0,0.0,0.0
Investing Cash flow,-26476000.0,-26000000.0,16262000.0,16000000.0,-80053000.0,-80000000.0,-105034000.0,-105000000.0,-54624000.0,-55000000.0,-49631000.0,-10778000.0,-42516000.0
Issuance (repayment) of debt,-0.0,-27000000.0,-0.0,-106000000.0,-0.0,-87000000.0,-25000000.0,-135000000.0,-0.0,-79000000.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,76000.0,,200000.0,,73842000.0,,56620000.0,,248000.0,,226000.0,-30293000.0,717000.0
Dividend payments,-41626000.0,,-40596000.0,,-37092000.0,,-35387000.0,,-32116000.0,,-31655000.0,-29331000.0,-28173000.0
Financing Cash Flow,-43497000.0,-43000000.0,-77854000.0,-78000000.0,20639000.0,21000000.0,-12472000.0,-12000000.0,73793000.0,74000000.0,-76468000.0,31837000.0,-15343000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net cash flow / Change in cash,1611000.0,2000000.0,1403000.0,1000000.0,648000.0,1000000.0,-66406000.0,-66000000.0,70084000.0,70000000.0,-75147000.0,73563000.0,-11146000.0
Free Cash Flow,71584000.0,63000000.0,62995000.0,53000000.0,60062000.0,39000000.0,51100000.0,39000000.0,50915000.0,32000000.0,50952000.0,52504000.0,46713000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
