Date,2018-12-31,2017-12-31
Cash and cash equivalents,28508534.0,7104000.0
Short-term investments,37404750.0,0.0
Cash and short-term investments,65913284.0,7104000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,67099128.0,7149000.0
Property Plant & Equipment Net,63515.0,2000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,272.0,
Total non-current assets,63515.0,
Total assets,67162643.0,7151000.0
Payables,1119150.0,244000.0
Short-term debt,0.0,0.0
Total current liabilities,2027977.0,569000.0
Long-term debt,0.0,8059000.0
Total debt,0.0,
Deferred revenue,0.0,
Tax Liabilities,89328.0,
Deposit Liabilities,0.0,
Total non-current liabilities,199802.0,
Total liabilities,2227507.0,9404000.0
Other comprehensive income,80441417,
Retained earnings (deficit),-15512349.0,-2262000.0
Total shareholders equity,64935136.0,-2252000.0
Investments,37404750.0,-37399471.0
Net Debt,-28508534.0,955000.0
Other Assets,0.0,45366.0
Other Liabilities,0.0,325000.0
