Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,910880000.0,662887000.0,485444000.0,382347000.0
Revenue Growth,0.37411051959082,0.365527228681372,0.269642497521885,
Cost of Revenue,338092000.0,0.0,0.0,
Gross Profit,572788000.0,662887000.0,485444000.0,140977000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,170270000.0,400170000.0,276836000.0,
Operating Expenses,528354000.0,657134000.0,447161000.0,361190000.0
Operating Income,44434000.0,5753000.0,38283000.0,9570000.0
Interest Expense,0.0,41861000.0,21327000.0,-11747000.0
Earnings before Tax,-31637000.0,-49860000.0,16703000.0,9970000.0
Income Tax Expense,9450000.0,-1501000.0,981000.0,649000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-590000.0,-48359000.0,15722000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-590000.0,-48359000.0,15722000.0,
EPS,-0.01,-0.73,0.25,0.15
EPS Diluted,-0.01,-0.73,0.25,0.15
Weighted Average Shs Out,43122782.0,63000000.0,63000000.0,63000000.0
Weighted Average Shs Out (Dil),43122782.0,,,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.628829264008,1.0,1.0,0.3687
EBITDA Margin,0.161034384332,0.095,0.195,
EBIT Margin,0.0487813982083,-0.0121,0.0783,0.0553
Profit Margin,-0.000647725276656,-0.073,0.032,
Free Cash Flow margin,0.106285130862,0.0884,0.1519,
EBITDA,146683000.0,63054000.0,94652000.0,
EBIT,44434000.0,-7999000.0,38030000.0,21157000.0
Consolidated Income,-590000.0,-48359000.0,15722000.0,
Earnings Before Tax Margin,-0.0347323467416,-0.0752,0.0344,0.0261
Net Profit Margin,-0.000647725276656,-0.073,0.0324,
