Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-1109386.0,-658388.0,0.0
Capital Expenditure,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0
Investment purchases and sales,-347928322.0,0.0,0.0
Investing Cash flow,347928322.0,0.0,1219822.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-347928322.0,-561434.0,-1219822.0
Dividend payments,-0.0,-0.0,-0.0
Financing Cash Flow,-347328322.0,0.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,-509386.0,-658388.0,1219822.0
Free Cash Flow,-1109386.0,-658388.0,0.0
Net Cash/Marketcap,0.0,0.0,0.0
